movie_uri,movie,releaseDate,runtime,language,budget,boxOffice,plot,franchise,actors,genres,directors,producers,distributors,filmingLocations,awards
http://dbpedia.org/resource/Mirka_(film),Mirka (film),2000-03-10,6420.0,http://dbpedia.org/resource/Italian_language,,,"Mirka is a 2000 drama film starring Vanessa Redgrave and Gérard Depardieu. The international co-production was written and directed by Algerian-born filmmaker Rachid Benhadj. Although countries are unnamed, several publications make reference to the film as a document of Bosnian Genocide. It was released in Italy on 10 March 2000 and received its international premiere at the Thessaloniki International Film Festival on 21 November 2005.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mirka_(film),Mirka (film),2000-06-09,6420.0,http://dbpedia.org/resource/Italian_language,,,"Mirka is a 2000 drama film starring Vanessa Redgrave and Gérard Depardieu. The international co-production was written and directed by Algerian-born filmmaker Rachid Benhadj. Although countries are unnamed, several publications make reference to the film as a document of Bosnian Genocide. It was released in Italy on 10 March 2000 and received its international premiere at the Thessaloniki International Film Festival on 21 November 2005.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Miroslava_(film),Miroslava (film),1993-04-08,6000.0,http://dbpedia.org/resource/Spanish_language,,,"Miroslava is a 1993 Mexican drama film directed by Alejandro Pelayo and starring Arielle Dombasle, Claudio Brook and Milosh Trnka. The film portrays the life of the Czech-born actress Miroslava, who became one of the biggest stars in Mexico before her suicide in 1955.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mirza_Ghalib_(film),Mirza Ghalib (film),1954-12-10,8700.0,http://dbpedia.org/resource/Urdu,,,"Mirza Ghalib is a 1954 Indian Hindi and Urdu language biographical film, directed by Sohrab Modi. Based on the life of well-known poet Mirza Ghalib, the film was acclaimed upon release. It stars Bharat Bhushan as Ghalib and Suraiya as his courtesan lover. The film won the President's Gold Medal for the All India Best Feature Film and the President's Silver Medal for Best Feature Film in Hindi in the 2nd National Film Awards for 1954. Suraiya's singing (of Mirza Ghalib's ghazals) and her acting was specially applauded by the Prime Minister, Jawahar Lal Nehru, who remarked to her, ""You have brought back Ghalib to life"", in a special screening of the film at Rashtrapati Bhavan.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mirza_Ghalib_(film),Mirza Ghalib (film),1954-12-10,8700.0,http://dbpedia.org/resource/Hindi,,,"Mirza Ghalib is a 1954 Indian Hindi and Urdu language biographical film, directed by Sohrab Modi. Based on the life of well-known poet Mirza Ghalib, the film was acclaimed upon release. It stars Bharat Bhushan as Ghalib and Suraiya as his courtesan lover. The film won the President's Gold Medal for the All India Best Feature Film and the President's Silver Medal for Best Feature Film in Hindi in the 2nd National Film Awards for 1954. Suraiya's singing (of Mirza Ghalib's ghazals) and her acting was specially applauded by the Prime Minister, Jawahar Lal Nehru, who remarked to her, ""You have brought back Ghalib to life"", in a special screening of the film at Rashtrapati Bhavan.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Missing_Daughters_(1924_film),Missing Daughters (1924 film),1924-05-25,3600.0,http://dbpedia.org/resource/Silent_film,,,"Missing Daughters is a 1924 American silent crime drama film directed by William H. Clifford and starring Eileen Percy, Pauline Starke and Claire Adams.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mistake_(1953_film),Mistake (1953 film),1953-04-10,6600.0,http://dbpedia.org/resource/Persian_language,,,Mistake (Persian: Eshtebah) is a 1953 Iranian film directed by .,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mo_(2016_film),Mo (2016 film),2016-12-30,8160.0,http://dbpedia.org/resource/Tamil_language,,,"Mo is a 2016 Tamil horror comedy film written and directed by Bhuvan Nullan, with Aishwarya Rajesh, Suresh Ravi, Ramesh Thilak, Darbuka Siva and Ramdoss in the leading roles, while Pooja Devariya, Selva, and Mime Gopi play supporting roles. The film was edited by Gopinath with music composed by Santhosh Dhayanidhi. The film, featuring a new technical crew, began production during 2015 and released on 30 December 2016.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Modern_Love_(1918_film),Modern Love (1918 film),1918-09-14,3600.0,http://dbpedia.org/resource/Silent_film,,,"Modern Love is a 1918 American silent drama film directed by Robert Z. Leonard and starring Mae Murray, Philo McCullough, and Arthur Shirley.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mohabbat_Zindagi_Hai_(1975_film),Mohabbat Zindagi Hai (1975 film),1975-06-06,10800.0,http://dbpedia.org/resource/Urdu,,,"Mohabbat Zindagi Hai is a 1975 Pakistani Urdu colour film directed by Iqbal Akhtar and produced by Begum Riaz. It is a romance film and a musical film. It cast Mohammad Ali, Zeba, Waheed Murad, Mumtaz, Nayyar Sultana, Qavi Khan, Saqi and Lehri. Waheed Murad played a secondary role and Zeba played a lead role against Mohammad Ali.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Moments_(1974_film),Moments (1974 film),1974-11-21,6120.0,http://dbpedia.org/resource/English_language,,,"Moments is a 1974 British drama film directed by Peter Crane and starring Keith Michell, Angharad Rees and Bill Fraser. The screenplay concerns a man who has lost his wife and daughter in a car crash who returns to a hotel where he had once enjoyed happiness.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Money_Madness_(1917_film),Money Madness (1917 film),1917-05-28,3000.0,http://dbpedia.org/resource/Silent_film,,,"Money Madness is a 1917 American silent crime drama film directed by Henry MacRae and starring Charles Hill Mailes, Gayne Whitman and Mary MacLaren.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Moonlight_(1932_film),Moonlight (1932 film),1932-11-14,4620.0,http://dbpedia.org/resource/French_language,,,"Moonlight (French: Clair de lune) is a 1932 French comedy film directed by Henri Diamant-Berger and starring Blanche Montel, Claude Dauphin and Henri Rollan. The film was shot on location around Cannes.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Moral_(1928_film),Moral (1928 film),1928-01-20,4860.0,http://dbpedia.org/resource/Silent_film,,,"Moral is a 1928 German silent comedy film directed by Willi Wolff and starring Ellen Richter, Ralph Arthur Roberts and Jakob Tiedtke. It was shot at the EFA Studios in Berlin. The film's art direction was by Ernst Stern. It was released by the German subsidiary of Universal Pictures.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Moral_(1928_film),Moral (1928 film),1928-01-20,4860.0,http://dbpedia.org/resource/Intertitles,,,"Moral is a 1928 German silent comedy film directed by Willi Wolff and starring Ellen Richter, Ralph Arthur Roberts and Jakob Tiedtke. It was shot at the EFA Studios in Berlin. The film's art direction was by Ernst Stern. It was released by the German subsidiary of Universal Pictures.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Morgiana_(film),Morgiana (film),1972-09-01,6360.0,http://dbpedia.org/resource/Czech_language,,,"Morgiana is a 1972 Czechoslovak Gothic drama film directed by Juraj Herz, based on a novel by Alexander Grin, (1929, Wikisource: Джесси и Моргиана). The story is about two sisters, Klara and Viktoria, and the jealousy that overcomes Viktoria when her sister inherits most of their father's property. When Klara becomes involved with a man that her sister loves, Viktoria begins to plot her murder. The roles of both sisters are played by the actress Iva Janžurová. Beach scenes were shot in Bulgaria.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Ma_femme_s'appelle_Maurice,Ma femme s'appelle Maurice,2002-09-25,6120.0,http://dbpedia.org/resource/French_language,1.57E7,9000000.0,"Ma femme s'appelle Maurice (English: My Wife's Name Is Maurice) is a 2002 French comedy film directed by Jean-Marie Poiré and starring Alice Evans, Régis Laspalès, Philippe Chevallier and Götz Otto.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/The_Monster_(1994_film),The Monster (1994 film),1994-10-22,6720.0,http://dbpedia.org/resource/Chinese_language,,2.48E7,"The Monster (Italian: Il mostro) is a 1994 Italian-French comedy film, starring Roberto Benigni as a man who is mistaken by police profilers for a serial killer due to a misunderstanding of the man's strange behavior. This film was, at the time it came out, the highest-grossing film in Italy, bested later by another Benigni film, Life is Beautiful.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/The_Monster_(1994_film),The Monster (1994 film),1996-04-19,6720.0,http://dbpedia.org/resource/Chinese_language,,2.48E7,"The Monster (Italian: Il mostro) is a 1994 Italian-French comedy film, starring Roberto Benigni as a man who is mistaken by police profilers for a serial killer due to a misunderstanding of the man's strange behavior. This film was, at the time it came out, the highest-grossing film in Italy, bested later by another Benigni film, Life is Beautiful.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Moscow_Nights_(1934_film),Moscow Nights (1934 film),1934-11-21,5700.0,http://dbpedia.org/resource/French_language,,,"Moscow Nights (French: Les nuits moscovites) is a 1934 French war drama film directed by Alexis Granowsky and starring Annabella, Harry Baur and Pierre Richard-Willm. It is based on a story by Pierre Benoît. The film's sets were designed by the art director Andrej Andrejew. It marked the screen debut of the Corsican singer Tino Rossi who went on to star in a number of films. The following year a separate British version Moscow Nights was produced by London Films. Directed by Anthony Asquith the only actor to appear in both films was Harry Baur.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mother_O'_Mine_(1917_film),Mother O' Mine (1917 film),1917-09-02,3000.0,http://dbpedia.org/resource/Silent_film,,,"Mother O' Mine is a 1917 American silent drama film directed by Rupert Julian and starring Julian, Ruth Clifford and E. Alyn Warren.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Motherhood_(1945_film),Motherhood (1945 film),1945-09-19,6540.0,http://dbpedia.org/resource/Swedish_language,,,"Motherhood or The Grief and Joy of Motherhood (Swedish: Moderskapets kval och lycka) is a 1945 Swedish drama film directed by Ivar Johansson and starring Birgit Rosengren, Björn Berglund and Allan Bohlin. The film's sets were designed by the art director Bertil Duroj.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mozhi_(film),Mozhi (film),2007-02-23,9300.0,http://dbpedia.org/resource/Tamil_language,,,"Mozhi (transl. Language) is a 2007 Indian Tamil language musical romantic comedy film written and directed by Radha Mohan and produced by Prakash Raj. The film stars Jyothika, Prithviraj Sukumaran, Prakash Raj, and Swarnamalya. The film's plot is about Karthik (Prithviraj), who works as a musician in films. He falls in love with a deaf and mute girl, Archana (Jyothika), but she considers him as her friend and disapproves of his love. The rest of the story revolves around Archana accepting Karthik's love. The film was launched in 2006 and shot at several locations in India and Mauritius. Vidyasagar scored the music while lyrics were written by Vairamuthu. Mu. Kasivishwanathan handled the editing and K. V. Guhan worked as the cinematographer. The dialogues were written by Viji. The film was released on 23 February 2007 and emerged a critical and commercial success. Reportedly, Jyothika reached the final round of National Film Award for Best Actress for her role, however she lost the award to Umashree for the Kannada film Gulabi Talkies. The film was dubbed in Telugu as Maatarani Mounamidi in 2012 and released to positive reviews. Mozhi was the first Tamil film receiving the fastest launch in the home video market. The producers tied up with optical disc maker Moser Baer for the release. The film was premiered in the Non prize section of 2007 Cannes Film Festival.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Music_Hall_(film),Music Hall (film),1934-06-26,4380.0,http://dbpedia.org/resource/English_language,,,"Music Hall is a 1934 British musical drama film directed by John Baxter and starring George Carney, Ben Field and Mark Daly. It was made at Twickenham Studios as a quota quickie. The film's sets were designed by James A. Carter.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Musical_Romance_(1947_film),Musical Romance (1947 film),1947-01-22,5520.0,http://dbpedia.org/resource/Spanish_language,,,Musical Romance (Spanish: Romance musical) is a 1947 Argentine musical comedy film directed by Ernesto Arancibia and starring Libertad Lamarque. The film's sets were designed by the art director Ralph Pappier.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/My_Blue_Heaven_(1990_Dutch_film),My Blue Heaven (1990 Dutch film),1990-12-21,5700.0,http://dbpedia.org/resource/Dutch_language,,,My Blue Heaven or Mijn Blauwen Hemel is a 1990 Dutch drama film directed by .,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/My_Sister_and_I_(1950_film),My Sister and I (1950 film),1950-01-26,6360.0,http://dbpedia.org/resource/Swedish_language,,,"My Sister and I (Swedish: Min syster och jag) is a 1950 Swedish comedy film directed by Schamyl Bauman and starring Sickan Carlsson, Gunnar Björnstrand and Elof Ahrle. It was shot at the Centrumateljéerna Studios in Stockholm. The film's sets were designed by Arthur Spjuth.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Naagam_(1985_film),Naagam (1985 film),1985-02-22,7800.0,http://dbpedia.org/resource/Tamil_language,,,"Naagam is a 1985 Indian Tamil-language horror film, directed by Chozha Rajan and produced by N. Radha. The film stars Ambika, Chandrasekhar and Radha Ravi. The film had musical score by Shankar–Ganesh.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Naan_Avanillai_(2007_film),Naan Avanillai (2007 film),2007-04-20,8820.0,http://dbpedia.org/resource/Tamil_language,,,"Naan Avanillai (transl. I'm Not Him) is a 2007 Indian Tamil-language romantic thriller film directed by Selva. It is a remake of K. Balachander's classic movie with the same title, starring Gemini Ganesan, which was an adaptation of 1962 Marathi language play To Mee Navhech, written by Pralhad K. Atre and acted by Prabhakar Panshikar. The film has Jeevan in the lead role and Sneha, Namitha, Malavika, Jyorthirmayi and Keerti Chawla as his five heroines. This movie created great expectations in the industry, because it was a hit when it was originally made in 1974. Shooting began in December 2006 and it was released in April 2007. A sequel titled Naan Avanillai 2 was released on 27 November 2009. It was remade in Kannada in 2008 as Budhivanta with a change in the climax.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/The_Midnight_Sun_(1943_film),The Midnight Sun (1943 film),1943-06-30,5280.0,http://dbpedia.org/resource/French_language,,,"The Midnight Sun (French: Le soleil de minuit) is a 1943 French adventure film directed by Bernard-Roland and starring Jules Berry, Josseline Gaël and Sessue Hayakawa . It is based on the 1930 novel of the same title by Pierre Benoît. The film's sets were designed by the art director .",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/The_Moralist,The Moralist,1959-06-30,6000.0,http://dbpedia.org/resource/Italian_language,,,"The Moralist (Italian: Il moralista) is a 1959 Italian comedy film directed by Giorgio Bianchi. Starring Alberto Sordi and Vittorio de Sica, it satirises both the upholders of traditional sexual morality and the exploiters selling sex in a willing market.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Légère_et_court_vêtue,Légère et court vêtue,1953-11-06,5280.0,http://dbpedia.org/resource/French_language,,,"Légère et court vêtue (English: Light and court dressed), is a French comedy film from 1953, directed by Jean Laviron, written by Jean Guitton, starring Madeleine Lebeau and Louis de Funès. The scenario was based on the work of Jean Guitton – ""Un amour fou"" (A crazy love).",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Löggulíf,Löggulíf,1985-12-21,5460.0,http://dbpedia.org/resource/Icelandic_language,,,"Löggulíf (English: A Policeman's Life) is an Icelandic comedy film released in 1985, directed by Þráinn Bertelsson and stars Eggert Þorleifsson and Karl Ágúst Úlfsson. It is the last film in the Líf trilogy and a sequel to Nýtt líf and Dalalíf.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/M._Kumaran_Son_of_Mahalakshmi,M. Kumaran Son of Mahalakshmi,2004-10-01,10080.0,http://dbpedia.org/resource/Tamil_language,,,"M. Kumaran Son of Mahalakshmi is a 2004 Indian Tamil-language sports dramedy film directed by M. Raja, starring Jayam Ravi, Nadhiya, Asin Thottumkal, and Prakash Raj while Vivek and Subbaraju play supporting roles. This marks the Tamil debut of Asin. The film's score and soundtrack are composed by Srikanth Deva. The film became a blockbuster and one of the most profitable movies of 2004. It is a remake of the Telugu film Amma Nanna O Tamila Ammayi. It was Nadhiya's comeback movie, after a 10–15 years of hiatus from the industry",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Ma_Su_Chen,Ma Su Chen,1972-06-14,4680.0,http://dbpedia.org/resource/Standard_Mandarin,,,"Ma Su Chen aka Rebel Boxer or Bloody Struggle is a 1972 Hong Kong film directed and co-written by Ting Shan-hsi who also directed and wrote the film Furious Slaughter 1972. It is a martial arts film that stars Nancy Yen, Jimmy Wang Yu, and Sally Chen. It's a sequel to Furious Slaughter 1972 in which Jimmy Wang Yu plays the lead role. It was released in Hong Kong on 14 June 1972 but in Taiwan on 30 May 1972. Apparently, the cast mentioned in Rotten Tomatoes is based on another version of Ma Su Chen (1972) because it listed two additional stars, Richard Harrison and Hwang Jang Lee, not found in other cast list of the same movie.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Ma_Timi_Bina_Marihalchhu,Ma Timi Bina Marihalchhu,2008-06-25,8280.0,http://dbpedia.org/resource/Nepali_language,,,"Ma Timi Bina Marihalchhu is 2008 film about an army man who risks his life to save his country. This film features Bhuwan K.C., Jharana Thapa and Sushmita K.C. in the lead role.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Maa_(2018_film),Maa (2018 film),2018-01-25,1680.0,http://dbpedia.org/resource/Tamil_language,,,"Maa (transl. Mother) is a 2018 Indian Tamil-language short film directed and edited by Sarjun KM and produced by Gautham Vasudev Menon, Venkat Somasundaram and Reshma Ghatala under his banner Ondraga Entertainment. The script was written by Sarjun and Priyanka Ravindran, and it features Anikha Surendran and Kani Kusruti in the lead roles. The music is composed by Sundaramurthy KS and cinematography was handled by Sudharshan Srinivasan. It was released on 25 January 2018. The makers released a Telugu dubbed version of the short film on 23 February 2018.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mabata_Bata,Mabata Bata,2017-04-30,4440.0,http://dbpedia.org/resource/Tsonga_language,,,"Mabata Bata, is a 2017 Mozambique documentary drama film directed by Sol de Carvalho and co-produced by the director himself along with Rodrigo Areias and Ricardo Freitas for Bando à parte Promarte Films. The film is adapted from the short story “The Day Mabata Bata Exploded” written by Mozambican writer Mia Couto. The film describes the life of Azarias, a young orphaned shepherd who take care of the oxen herd. Even though he dreams of going to school, he is later accompany with Mabata Bata, the herd’s biggest ox to continue his life. The TV movie version was released on 30 April 2017 in Portugal and 1 May 2017 in Brazil. On 30 January 2019, the film was released at International Film Festival Rotterdam in Netherlands. The film was shot around the locations in Chibuto, Gaza and Mozambique.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mabata_Bata,Mabata Bata,2017-04-30,4440.0,http://dbpedia.org/resource/Portuguese_language,,,"Mabata Bata, is a 2017 Mozambique documentary drama film directed by Sol de Carvalho and co-produced by the director himself along with Rodrigo Areias and Ricardo Freitas for Bando à parte Promarte Films. The film is adapted from the short story “The Day Mabata Bata Exploded” written by Mozambican writer Mia Couto. The film describes the life of Azarias, a young orphaned shepherd who take care of the oxen herd. Even though he dreams of going to school, he is later accompany with Mabata Bata, the herd’s biggest ox to continue his life. The TV movie version was released on 30 April 2017 in Portugal and 1 May 2017 in Brazil. On 30 January 2019, the film was released at International Film Festival Rotterdam in Netherlands. The film was shot around the locations in Chibuto, Gaza and Mozambique.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Meendum_Vazhven,Meendum Vazhven,1971-04-23,9660.0,http://dbpedia.org/resource/Tamil_language,,,"Meendum Vazhven (transl. I will live once more) is 1971 Tamil-language thriller film, directed by T. N. Balu and produced by V. C. Jain and G. C. Lal Vani. The film's script was written by T. N. Balu. Music was by M. S. Viswanathan. The film stars Ravichandran, Bharathi, Nagesh, R. S. Manohar and Vijaya Lalitha playing lead, with Major Sundararajan, S. Varalakshmi, Thengai Srinivasan and Master Sekhar playing supporting roles.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Meera_Jaakirathai,Meera Jaakirathai,2016-05-27,6600.0,http://dbpedia.org/resource/Tamil_language,,,"Meera Jaakirathai (transl. Beware of Meera) is the 2016 Tamil-language horror film directed by R. G. Kesvaan. The film stars an ensemble cast featuring Surendar and Monica amongst others. Music for the film was composed by the Raj and the film opened to mixed reviews in May 2016, having been in production for six years.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Meet_Maxwell_Archer,Meet Maxwell Archer,1940-02-17,4380.0,http://dbpedia.org/resource/English_language,,,"Meet Maxwell Archer is a 1940 British mystery film directed by John Paddy Carstairs and starring John Loder, Leueen MacGrath and Athole Stewart. The screenplay concerns a private detective who attempts to clear a man wrongly accused of murder. The film was based on the 1938 novel by Hugh Clevely. It was released in the U.S. in 1942 as Maxwell Archer, Detective.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Meet_Mr._Lucifer,Meet Mr. Lucifer,1953-11-26,4980.0,http://dbpedia.org/resource/English_language,,,"Meet Mr. Lucifer is a black-and-white British comedy satire film released in 1953 starring Stanley Holloway. It was filmed at Ealing Studios, London, and is one of the Ealing comedies. The film is based on the play Beggar My Neighbour by Arnold Ridley (who later played Private Godfrey in the BBC television comedy series Dad's Army). The film opened on 26 November 1953 at the Haymarket Gaumont cinema in London. The overall scenario is that a television set makes people act out of character, with visible encouragement from the Devil in human form.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Meeting_in_the_Night,Meeting in the Night,1946-09-30,5160.0,http://dbpedia.org/resource/Swedish_language,,,"Meeting in the Night (Swedish: Möte i natten) is a 1946 Swedish film directed by Hasse Ekman. The film stars Ekman, Eva Dahlbeck and Ulf Palme.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Megasandesam,Megasandesam,2001-04-26,10200.0,http://dbpedia.org/resource/Malayalam,,,"Megasandesam (transl. Message from the Clouds) is a 2001 Indian Malayalam-language horror film directed by Rajasenan and starring Suresh Gopi, Rajasree Nair, Samyuktha Varma and Napoleon.The film become flopp at the box office.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Meherbaan,Meherbaan,1993-07-23,10200.0,http://dbpedia.org/resource/Hindi,,,"Meherbaan is a 1993 Indian Hindi-language film directed by K. Ravishankar, starring Mithun Chakraborty, Ayesha Jhulka, Shantipriya, Anupam Kher and Sadashiv Amrapurkar. The film was a remake of Tamil film Naan Pudicha Mappillai.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Meiseken,Meiseken,1937-05-27,5220.0,http://dbpedia.org/resource/German_language,,,"Meiseken is a 1937 German drama film directed by Hans Deppe and starring Josef Eichheim, Susi Lanner and Oskar Sima. It is based on the play Meiseken by . The film's sets were designed by the art directors Robert A. Dietrich and Artur Günther.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Melody_of_Hate,Melody of Hate,1962-05-18,5460.0,http://dbpedia.org/resource/German_language,,,"Melody of Hate (German: Haß ohne Gnade) is a 1962 West German thriller film directed by Ralph Lothar and starring Maria Perschy, Horst Frank and Dietmar Schönherr.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Moon_in_the_Gutter,Moon in the Gutter,1983-05-18,8220.0,http://dbpedia.org/resource/Cinema_of_France,,4700000.0,"The Moon in the Gutter (French: La Lune dans le caniveau) is a 1983 French drama film directed by Jean-Jacques Beineix. It was entered into the 1983 Cannes Film Festival. Although it immediately followed Beineix's big, commercial success Diva and featured two very big stars, Gérard Depardieu and Nastassja Kinski, The Moon in the Gutter was not well received by critics or audiences and failed at the box office with only 625,000 admissions in France. Its vivid visual style was noted by critics. It preceded a much better-appreciated cult success from the same director, known in the U.S. and UK as Betty Blue. The film was based on a 1953 pulp-noir novel of the same name, written by David Goodis, but it was transferred in the film script from the docksides of Philadelphia to Marseille. La Lune dans le caniveau, according to AllMovie, ""received uneven reviews on its initial release"". It won a French Cesar Award for its production design.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"http://dbpedia.org/resource/Men,_Animals_and_Sensations","Men, Animals and Sensations",1938-12-23,5400.0,http://dbpedia.org/resource/German_language,,,"Men, Animals and Sensations (German: Menschen, Tiere, Sensationen) is a 1938 German drama film directed by and starring Harry Piel and also featuring Ruth Eweler and Elisabeth Wendt. It is a . It was shot at the Terra Studios in Berlin with sets designed by the art director Max Knaake. Location filming took place at the Sarrasani circus in Dresden.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Men_Heroes_and_Gay_Nazis,Men Heroes and Gay Nazis,2005-02-16,5400.0,http://dbpedia.org/resource/German_language,,,"Men, Heroes and Gay Nazis (German: Männer, Helden, schwule Nazis) is a 2005 German documentary film directed, written and produced by Rosa von Praunheim. The film focuses on gay men who align themselves with hardcore authoritarian views, white power skinheads, and Nazis. Rosa von Praunheim stated of the subjects featured in the documentary, ""Some may be shocked that I do not take a stand in my film and do not portray gay neo-Nazis as monsters, but as people living their lives in dramatic contradiction.""",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Men_in_the_Dark,Men in the Dark,1955-02-06,5760.0,http://dbpedia.org/resource/Swedish_language,,,"Men in the Dark (Swedish: Männen i mörker) is a 1955 Swedish drama film directed by Arne Mattsson and starring Elof Ahrle, Sigge Fürst and Sven Lindberg. It was shot at the Kungsholmen Studios of Nordisk Tonefilm in Stockholm and on location in Dannemora. The film's sets were designed by the art director Bibi Lindström.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mencari_Rahmat,Mencari Rahmat,2017-07-29,5400.0,http://dbpedia.org/resource/Malay_language,,,"Mencari Rahmat is a 2017 Malaysian adaptation of Oscar Wilde's The Importance of Being Earnest, written and directed by Al Jafree Md Yusop and produced by AB Roll Sdn. Bhd.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mera_Naam_Shaji,Mera Naam Shaji,2019-04-05,8040.0,http://dbpedia.org/resource/Malayalam,,,"Mera Naam Shaji is a 2019 Indian Malayalam-language comedy film directed by Nadirshah and produced by B. Rakesh under the banner of Universal cinemas. The film features Biju Menon, Asif Ali, and Baiju Santhosh in titular roles. The film was written by Dileep Ponnan, while music was composed by Emil Muhammed. Nikhila Vimal is the female lead and Sreenivasan also plays an important role.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
http://dbpedia.org/resource/Mera_Rakshak,Mera Rakshak,1978-06-02,9360.0,http://dbpedia.org/resource/Hindi,,,"Mera Rakshak (transl. My protector) is a 1978 Indian Hindi-language film directed by R. Thyagarajan. Mithun Chakraborty, Rameshwari, Rakesh Pandey and Gayatri play key roles in this film along with a goat who acts as the ""Rakshak"" (bodyguard) in the film. It was made by C. Dandhayutpani, who firstly gave Haathi Mere Saathi to Rajesh Khanna and Tanuja, followed by Jaanwar Aur Insaan to Shashi Kapoor and Rakhee Gulzar, Do Aur Do Paanch to Shashi Kapoor, Amitabh Bachchan, Hema Malini and Parveen Babi and Shubh Din to a newcomer, . The film was a remake of the Tamil movie Aattukara Alamelu.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A
