movie_uri,movie,releaseDate,runtime,duration,language,budget,boxOffice,basedOn,basedOn_uri,IMDbID,RottenTomatoesID,genres,genres_URIs,actors,actors_URIs,directors,directors_URIs,distributors,distributors_URIs,producers,producers_URIs,composers,composers_URIs,cinematographers,cinematographers_URIs,filmingLocations,filmingLocations_URIs,productionCompanies,productionCompanies_URIs,mainSubjects,mainSubjects_URIs,series,series_URIs
http://www.wikidata.org/entity/Q123944616,Crossing,2024-03-15T00:00:00Z,105,105,English,,,,,tt27417166,m/crossing_2024,"drama film, LGBT-related film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q20442589","Mzia Arabuli, Lucas Kankava","http://www.wikidata.org/entity/Q131323487, http://www.wikidata.org/entity/Q131323489",Levan Akin,http://www.wikidata.org/entity/Q5544917,TriArt Film,http://www.wikidata.org/entity/Q112750282,Mathilde Dedye,http://www.wikidata.org/entity/Q87896498,,,,,,,"French Quarter Film, Bir Film, Totem Films","http://www.wikidata.org/entity/Q113197925, http://www.wikidata.org/entity/Q118390872, http://www.wikidata.org/entity/Q121271108",,,,
http://www.wikidata.org/entity/Q117037697,Anatomy of a Fall,2024-02-23T00:00:00Z,150,150,English,6200000,,,,tt17009710,m/anatomy_of_a_fall,"drama film, crime film, thriller film, trial film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q959790, http://www.wikidata.org/entity/Q2484376, http://www.wikidata.org/entity/Q3072039","Sandra Hüller, Samuel Theis, Sophie Fillières, Swann Arlaud, Jehnny Beth, Anne Rotger, Antoine Reinartz, Saadia Bentaïeb, Milo Machado-Graner, Messi, Camille Rutherford","http://www.wikidata.org/entity/Q70003, http://www.wikidata.org/entity/Q3471241, http://www.wikidata.org/entity/Q3490932, http://www.wikidata.org/entity/Q3506431, http://www.wikidata.org/entity/Q2934863, http://www.wikidata.org/entity/Q52617136, http://www.wikidata.org/entity/Q37793145, http://www.wikidata.org/entity/Q123034889, http://www.wikidata.org/entity/Q123924649, http://www.wikidata.org/entity/Q124822009, http://www.wikidata.org/entity/Q65115565",Justine Triet,http://www.wikidata.org/entity/Q15069938,"Le Pacte, Mozinet","http://www.wikidata.org/entity/Q3225114, http://www.wikidata.org/entity/Q28871739","Marie-Ange Luciani, David Thion","http://www.wikidata.org/entity/Q47525025, http://www.wikidata.org/entity/Q86589732",,,Simon Beaufils,http://www.wikidata.org/entity/Q95775579,"Isère, Savoie, Saintes","http://www.wikidata.org/entity/Q12559, http://www.wikidata.org/entity/Q12745, http://www.wikidata.org/entity/Q191126","Les Films de Pierre, Les Films Pelléas","http://www.wikidata.org/entity/Q15242433, http://www.wikidata.org/entity/Q3232641",,,,
http://www.wikidata.org/entity/Q115175910,Megalopolis,2024-05-17T00:00:00Z,138,138,English,,,,,tt10128846,m/megalopolis,"drama film, epic film, science fiction film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q652256, http://www.wikidata.org/entity/Q471839","Dustin Hoffman, Jon Voight, Talia Shire, Forest Whitaker, Laurence Fishburne, Shia LaBeouf, Aubrey Plaza, Jason Schwartzman, James Remar, D. B. Sweeney, Giancarlo Esposito, Juan Carlos Flores, Kathryn Hunter, Grace VanderWaal, Adam Driver, Nathalie Emmanuel, Chloe Fineman","http://www.wikidata.org/entity/Q42930, http://www.wikidata.org/entity/Q167520, http://www.wikidata.org/entity/Q108622, http://www.wikidata.org/entity/Q182763, http://www.wikidata.org/entity/Q193048, http://www.wikidata.org/entity/Q180942, http://www.wikidata.org/entity/Q210547, http://www.wikidata.org/entity/Q313705, http://www.wikidata.org/entity/Q441913, http://www.wikidata.org/entity/Q668925, http://www.wikidata.org/entity/Q726142, http://www.wikidata.org/entity/Q3496843, http://www.wikidata.org/entity/Q459482, http://www.wikidata.org/entity/Q26897673, http://www.wikidata.org/entity/Q4678990, http://www.wikidata.org/entity/Q6968794, http://www.wikidata.org/entity/Q67452053",Francis Ford Coppola,http://www.wikidata.org/entity/Q56094,Mozinet,http://www.wikidata.org/entity/Q28871739,Francis Ford Coppola,http://www.wikidata.org/entity/Q56094,Osvaldo Golijov,http://www.wikidata.org/entity/Q701257,Mihai Mălaimare,http://www.wikidata.org/entity/Q250396,,,American Zoetrope,http://www.wikidata.org/entity/Q467348,Second Catilinarian conspiracy,http://www.wikidata.org/entity/Q1051202,,
http://www.wikidata.org/entity/Q126184078,The A-Frame,2024-01-01T00:00:00Z,82,82,English,,,,,tt27652287,,,,,,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q124334456,Another End,2024-01-01T00:00:00Z,129,129,English,,,,,tt26749648,m/another_end,science fiction film,http://www.wikidata.org/entity/Q471839,"Bérénice Bejo, Gael García Bernal, Renate Reinsve","http://www.wikidata.org/entity/Q28487, http://www.wikidata.org/entity/Q179576, http://www.wikidata.org/entity/Q28718257",Piero Messina,http://www.wikidata.org/entity/Q17308074,,,,,Bruno Falanga,http://www.wikidata.org/entity/Q103996989,,,,,,,,,,
http://www.wikidata.org/entity/Q126390903,Wallace and Gromit: Vengeance Most Fowl,2024-10-27T00:00:00Z,79,79,English,,,,,tt17163970,m/wallace_and_gromit_vengeance_most_fowl,"comedy film, stop-motion animated film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q18089587",,,Nick Park,http://www.wikidata.org/entity/Q336206,,,,,Lorne Balfe,http://www.wikidata.org/entity/Q608628,,,,,Aardman Animations,http://www.wikidata.org/entity/Q301092,,,,
http://www.wikidata.org/entity/Q112865900,Beetlejuice Beetlejuice,2024-08-28T00:00:00Z,104,104,English,100000000,425500000,,,tt2049403,m/beetlejuice_beetlejuice,"drama film, black comedy, fantasy film, comedy film, comedy horror","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q53094, http://www.wikidata.org/entity/Q157394, http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q224700","Danny DeVito, Monica Bellucci, Michael Keaton, Winona Ryder, Willem Dafoe, Catherine O'Hara, Justin Theroux, Santiago Cabrera, Burn Gorman, Amy Nuttall, Nick Kellington, Jenna Ortega, Arthur Conti","http://www.wikidata.org/entity/Q26806, http://www.wikidata.org/entity/Q81819, http://www.wikidata.org/entity/Q138005, http://www.wikidata.org/entity/Q101797, http://www.wikidata.org/entity/Q188772, http://www.wikidata.org/entity/Q233365, http://www.wikidata.org/entity/Q316596, http://www.wikidata.org/entity/Q352021, http://www.wikidata.org/entity/Q981821, http://www.wikidata.org/entity/Q2844572, http://www.wikidata.org/entity/Q22278557, http://www.wikidata.org/entity/Q21738166, http://www.wikidata.org/entity/Q130251776",Tim Burton,http://www.wikidata.org/entity/Q56008,"Warner Bros., InterCom, Warner Bros. Pictures","http://www.wikidata.org/entity/Q126399, http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q8016302","Brad Pitt, Tim Burton, David Geffen, Dede Gardner, Marc Toberoff, Jeremy Kleiner","http://www.wikidata.org/entity/Q35332, http://www.wikidata.org/entity/Q56008, http://www.wikidata.org/entity/Q115055, http://www.wikidata.org/entity/Q5249738, http://www.wikidata.org/entity/Q6755922, http://www.wikidata.org/entity/Q15884784",Danny Elfman,http://www.wikidata.org/entity/Q193338,Haris Zambarloukos,http://www.wikidata.org/entity/Q1585380,"London, Melrose, Corinth, Preston","http://www.wikidata.org/entity/Q84, http://www.wikidata.org/entity/Q54143, http://www.wikidata.org/entity/Q2069517, http://www.wikidata.org/entity/Q1616487","Plan B Entertainment, Tim Burton Productions","http://www.wikidata.org/entity/Q28252, http://www.wikidata.org/entity/Q17335713",,,,
http://www.wikidata.org/entity/Q123690382,Presence,2024-01-19T00:00:00Z,,,English,,,,,tt28249919,,psychological thriller,http://www.wikidata.org/entity/Q590103,"Lucy Liu, Chris Sullivan, Julia Fox","http://www.wikidata.org/entity/Q188375, http://www.wikidata.org/entity/Q21196625, http://www.wikidata.org/entity/Q79055374",Steven Soderbergh,http://www.wikidata.org/entity/Q103917,,,,,,,Steven Soderbergh,http://www.wikidata.org/entity/Q103917,,,,,,,,
http://www.wikidata.org/entity/Q119718080,Late Night with the Devil,2024-03-19T00:00:00Z,92,92,English,,,,,tt14966898,m/late_night_with_the_devil,"horror film, found footage","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q3272147","Laura Gordon, Ian Bliss, Georgina Haig, Josh Quong Tart, David Dastmalchian, Fayssal Bazzi, Ingrid Torelli, Rhys Auteri","http://www.wikidata.org/entity/Q3218688, http://www.wikidata.org/entity/Q4088240, http://www.wikidata.org/entity/Q5548256, http://www.wikidata.org/entity/Q6289277, http://www.wikidata.org/entity/Q16203767, http://www.wikidata.org/entity/Q66417348, http://www.wikidata.org/entity/Q124693230, http://www.wikidata.org/entity/Q124693234","Colin Cairnes, Cameron Cairnes","http://www.wikidata.org/entity/Q114158048, http://www.wikidata.org/entity/Q114158049","Cinetic Media, AGC Studios","http://www.wikidata.org/entity/Q22079360, http://www.wikidata.org/entity/Q107348977","Roy Lee, Steven Schneider, David Dastmalchian","http://www.wikidata.org/entity/Q1990920, http://www.wikidata.org/entity/Q3973445, http://www.wikidata.org/entity/Q16203767",,,,,Melbourne,http://www.wikidata.org/entity/Q3141,,,,,,
http://www.wikidata.org/entity/Q121482803,Aggro Dr1ft,2024-01-01T00:00:00Z,80,80,English,,,,,tt28494518,m/aggro_dr1ft,action film,http://www.wikidata.org/entity/Q188473,Jordi Mollà,http://www.wikidata.org/entity/Q939395,Harmony Korine,http://www.wikidata.org/entity/Q528949,,,,,,,Arnaud Potier,http://www.wikidata.org/entity/Q18010506,,,,,,,,
http://www.wikidata.org/entity/Q124843645,Grand Theft Hamlet,2024-03-10T00:00:00Z,,,English,,,,,tt28244549,,documentary film,http://www.wikidata.org/entity/Q93204,,,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q116470610,Longlegs,2024-07-12T00:00:00Z,101,101,English,10000000,108900000,,,tt23468450,m/longlegs,supernatural horror film,http://www.wikidata.org/entity/Q43911809,"Nicolas Cage, Alicia Witt, Kiernan Shipka, Blair Underwood, Peter James Bryant, Maika Monroe, Jason Day, Dakota Daulby","http://www.wikidata.org/entity/Q42869, http://www.wikidata.org/entity/Q236247, http://www.wikidata.org/entity/Q439939, http://www.wikidata.org/entity/Q525304, http://www.wikidata.org/entity/Q16201114, http://www.wikidata.org/entity/Q16235655, http://www.wikidata.org/entity/Q6162329, http://www.wikidata.org/entity/Q17385805",Oz Perkins,http://www.wikidata.org/entity/Q1379066,"ADS Service, Neon","http://www.wikidata.org/entity/Q16516296, http://www.wikidata.org/entity/Q30603559",Nicolas Cage,http://www.wikidata.org/entity/Q42869,,,,,,,Saturn Films,http://www.wikidata.org/entity/Q2079232,,,,
http://www.wikidata.org/entity/Q126184471,Nuked,2024-06-13T00:00:00Z,86,86,English,,,,,tt26574303,,,,"Lucy Punch, Anna Camp","http://www.wikidata.org/entity/Q261579, http://www.wikidata.org/entity/Q1150316",,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q130298069,Home Free,2024-09-18T00:00:00Z,96,96,English,,,,,tt27790926,,,,,,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q123345219,Chosen Family,2024-01-01T00:00:00Z,,,English,,,,,tt27799825,,,,"Julia Stiles, Andrea Savage, Thomas Lennon, Michael Gross, John Brotherton","http://www.wikidata.org/entity/Q210120, http://www.wikidata.org/entity/Q451934, http://www.wikidata.org/entity/Q1319539, http://www.wikidata.org/entity/Q782662, http://www.wikidata.org/entity/Q6223403",Heather Graham,http://www.wikidata.org/entity/Q224026,,,Chad A. Verdi,http://www.wikidata.org/entity/Q27662358,,,,,,,,,,,,
http://www.wikidata.org/entity/Q124249583,The Black Sea,2024-03-09T00:00:00Z,99,99,English,,,,,tt30309913,,,,"Samuel Finzi, Irmena Chichikova","http://www.wikidata.org/entity/Q106781, http://www.wikidata.org/entity/Q22957946",Crystal Moselle,http://www.wikidata.org/entity/Q26923645,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q113572020,The Listener,2024-03-29T00:00:00Z,96,96,English,,,,,tt15669314,m/the_listener,drama film,http://www.wikidata.org/entity/Q130232,"Margaret Cho, Tessa Thompson, Rebecca Hall, Casey Wilson, Alia Shawkat, Logan Marshall-Green, Jamie Hector, Derek Cecil, Blu del Barrio","http://www.wikidata.org/entity/Q257243, http://www.wikidata.org/entity/Q271500, http://www.wikidata.org/entity/Q230534, http://www.wikidata.org/entity/Q466016, http://www.wikidata.org/entity/Q466051, http://www.wikidata.org/entity/Q472084, http://www.wikidata.org/entity/Q3709262, http://www.wikidata.org/entity/Q4354004, http://www.wikidata.org/entity/Q99673126",Steve Buscemi,http://www.wikidata.org/entity/Q104061,Vertical,http://www.wikidata.org/entity/Q18395323,"Steve Buscemi, Tessa Thompson, Oren Moverman","http://www.wikidata.org/entity/Q104061, http://www.wikidata.org/entity/Q271500, http://www.wikidata.org/entity/Q736069",Aska Matsumiya,http://www.wikidata.org/entity/Q105582471,Anka Malatynska,http://www.wikidata.org/entity/Q125465778,,,,,,,,
http://www.wikidata.org/entity/Q130164694,Familiar Touch,2024-01-01T00:00:00Z,,,English,,,,,tt32928666,,,,,,Sarah Friedland,http://www.wikidata.org/entity/Q130259778,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q120001910,The Bricklayer,2024-01-01T00:00:00Z,110,110,English,,,,,tt2016303,m/the_bricklayer_2023,"action film, thriller film, film based on a novel","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q2484376, http://www.wikidata.org/entity/Q52207399","Nina Dobrev, Aaron Eckhart, Tim Blake Nelson, Clifton Collins, Ilfenesh Hadera","http://www.wikidata.org/entity/Q183439, http://www.wikidata.org/entity/Q192643, http://www.wikidata.org/entity/Q515095, http://www.wikidata.org/entity/Q935167, http://www.wikidata.org/entity/Q36685840",Renny Harlin,http://www.wikidata.org/entity/Q318712,Vertical,http://www.wikidata.org/entity/Q18395323,Millennium Media,http://www.wikidata.org/entity/Q3879177,Walter Mair,http://www.wikidata.org/entity/Q25344954,,,,,Millennium Media,http://www.wikidata.org/entity/Q3879177,,,,
http://www.wikidata.org/entity/Q123185887,Anora,2024-05-21T00:00:00Z,139,139,English,,,,,tt28607951,m/anora,comedy drama,http://www.wikidata.org/entity/Q859369,"Aleksei Serebryakov, Darya Ekamasova, Yury Borisov, Mikey Madison, Mark Eydelshteyn, Ivy Wolk, Luna Sofía Miranda","http://www.wikidata.org/entity/Q2376200, http://www.wikidata.org/entity/Q4174263, http://www.wikidata.org/entity/Q24035944, http://www.wikidata.org/entity/Q26923245, http://www.wikidata.org/entity/Q115474775, http://www.wikidata.org/entity/Q125429069, http://www.wikidata.org/entity/Q130626878",Sean Baker,http://www.wikidata.org/entity/Q7441419,"UIP-Dunafilm, Le Pacte, Neon","http://www.wikidata.org/entity/Q1329615, http://www.wikidata.org/entity/Q3225114, http://www.wikidata.org/entity/Q30603559",,,,,Drew Daniels,http://www.wikidata.org/entity/Q68705433,,,,,,,,
http://www.wikidata.org/entity/Q130304875,The Last Breath,2024-07-21T00:00:00Z,,,English,,,,,tt14827150,,,,,,Joachim Hedén,http://www.wikidata.org/entity/Q16633032,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q118214971,Fresh Kills,2024-05-17T00:00:00Z,120,120,English,,,,,tt15782954,m/fresh_kills,"drama film, crime film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q959790","Annabella Sciorra, Jennifer Esposito, Domenick Lombardozzi, Stelio Savante, Odessa A'zion, Emily Bader","http://www.wikidata.org/entity/Q231395, http://www.wikidata.org/entity/Q233922, http://www.wikidata.org/entity/Q545073, http://www.wikidata.org/entity/Q2054051, http://www.wikidata.org/entity/Q55346754, http://www.wikidata.org/entity/Q109303503",Jennifer Esposito,http://www.wikidata.org/entity/Q233922,Quiver Distribution,http://www.wikidata.org/entity/Q105616434,"Jennifer Esposito, Christine Crokos","http://www.wikidata.org/entity/Q233922, http://www.wikidata.org/entity/Q61992069",Theodosia Roussos,http://www.wikidata.org/entity/Q126079166,,,Staten Island,http://www.wikidata.org/entity/Q18432,,,,,,
http://www.wikidata.org/entity/Q124844804,Bob Trevino Likes It,2024-03-09T00:00:00Z,,,English,,,,,tt28613536,,,,,,Tracie Laymon,http://www.wikidata.org/entity/Q7831447,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q124844877,A House Is Not A Disco,2024-03-08T00:00:00Z,,,English,,,,,tt28628329,,,,,,Brian J. Smith,http://www.wikidata.org/entity/Q912401,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q130392693,Q130392693,2024-02-22T00:00:00Z,60,60,English,,,,,tt31464984,,,,,,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q73792046,The Exorcism,2024-06-21T00:00:00Z,93,93,English,,,,,tt11240348,m/the_exorcism_2024,"horror film, thriller film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q2484376","Russell Crowe, Sam Worthington, Samantha Mathis, Adam Goldberg, Adrian Pasdar, David Hyde Pierce, Ryan Simpkins, Chloe Bailey","http://www.wikidata.org/entity/Q129817, http://www.wikidata.org/entity/Q82085, http://www.wikidata.org/entity/Q237190, http://www.wikidata.org/entity/Q281964, http://www.wikidata.org/entity/Q311303, http://www.wikidata.org/entity/Q373976, http://www.wikidata.org/entity/Q7384521, http://www.wikidata.org/entity/Q108489502",Joshua John Miller,http://www.wikidata.org/entity/Q1708579,Fórum Hungary,http://www.wikidata.org/entity/Q1005887,Bill Block,http://www.wikidata.org/entity/Q19663497,,,Simon Duggan,http://www.wikidata.org/entity/Q2287450,Wilmington,http://www.wikidata.org/entity/Q659400,Miramax,http://www.wikidata.org/entity/Q465449,,,,
http://www.wikidata.org/entity/Q124844963,Swamp Dogg Gets His Pool Painted,2024-03-08T00:00:00Z,,,English,,,,,tt30835291,,documentary film,http://www.wikidata.org/entity/Q93204,,,,,,,,,,,,,,,,,Swamp Dogg,http://www.wikidata.org/entity/Q726138,,
http://www.wikidata.org/entity/Q124460441,Super/Man: The Christopher Reeve Story,2024-10-10T00:00:00Z,104,104,English,,,,,tt27902121,m/super_man_the_christopher_reeve_story,documentary film,http://www.wikidata.org/entity/Q93204,,,"Ian Bonhôte, Peter Ettedgui","http://www.wikidata.org/entity/Q57735256, http://www.wikidata.org/entity/Q57735527",,,,,,,Brett Wiley,http://www.wikidata.org/entity/Q26817501,,,,,,,,
http://www.wikidata.org/entity/Q124845026,Cold Wallet,2024-03-08T00:00:00Z,,,English,,,,,tt27307826,,thriller film,http://www.wikidata.org/entity/Q2484376,,,Cutter Hodierne,http://www.wikidata.org/entity/Q5196939,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q115577183,Lagoon,2024-01-01T00:00:00Z,,,English,,,,,,,"drama film, horror film, erotic film, body horror film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q599558, http://www.wikidata.org/entity/Q102260466","Elle Fanning, Michael Eklund, Valerie Pachner, Garance Marillier, Kristina Pimenova, Morgan Giraudet","http://www.wikidata.org/entity/Q228943, http://www.wikidata.org/entity/Q514092, http://www.wikidata.org/entity/Q22162401, http://www.wikidata.org/entity/Q25975543, http://www.wikidata.org/entity/Q18697302, http://www.wikidata.org/entity/Q115577457",Charlie Kaufman,http://www.wikidata.org/entity/Q312751,,,,,,,,,,,,,"death, child, puberty, body, mental health, pleasure, teenager, hard sex, stranger, sex with the devil","http://www.wikidata.org/entity/Q4, http://www.wikidata.org/entity/Q7569, http://www.wikidata.org/entity/Q101065, http://www.wikidata.org/entity/Q170494, http://www.wikidata.org/entity/Q317309, http://www.wikidata.org/entity/Q208195, http://www.wikidata.org/entity/Q1492760, http://www.wikidata.org/entity/Q11949613, http://www.wikidata.org/entity/Q58179319, http://www.wikidata.org/entity/Q113016024",,
http://www.wikidata.org/entity/Q116470707,Wolfs,2024-09-20T00:00:00Z,,,English,,,,,tt14257582,m/wolfs,"crime film, thriller film","http://www.wikidata.org/entity/Q959790, http://www.wikidata.org/entity/Q2484376","George Clooney, Brad Pitt, Amy Ryan, Austin Abrams, Poorna Jagannathan","http://www.wikidata.org/entity/Q23844, http://www.wikidata.org/entity/Q35332, http://www.wikidata.org/entity/Q231203, http://www.wikidata.org/entity/Q16156312, http://www.wikidata.org/entity/Q12060833",Jon Watts,http://www.wikidata.org/entity/Q18519749,Sony Pictures Releasing,http://www.wikidata.org/entity/Q40266137,"George Clooney, Brad Pitt, Grant Heslov, Dede Gardner, Jeremy Kleiner","http://www.wikidata.org/entity/Q23844, http://www.wikidata.org/entity/Q35332, http://www.wikidata.org/entity/Q710180, http://www.wikidata.org/entity/Q5249738, http://www.wikidata.org/entity/Q15884784",,,Larkin Seiple,http://www.wikidata.org/entity/Q21066355,,,"Plan B Entertainment, Smokehouse Pictures, Apple Studios","http://www.wikidata.org/entity/Q28252, http://www.wikidata.org/entity/Q3963037, http://www.wikidata.org/entity/Q108570460",,,,
http://www.wikidata.org/entity/Q115932556,Twisters,2024-07-11T00:00:00Z,122,122,English,,,,,tt12584954,m/twisters,disaster film,http://www.wikidata.org/entity/Q846544,"Maura Tierney, Kiernan Shipka, Harry Hadden-Paton, Tunde Adebimpe, Glen Powell, Anthony Ramos, Nik Dodani, Brandon Perea, Sasha Lane, Daisy Edgar-Jones, Daryl McCormack, David Corenswet, Katy O'Brian","http://www.wikidata.org/entity/Q233027, http://www.wikidata.org/entity/Q439939, http://www.wikidata.org/entity/Q9122212, http://www.wikidata.org/entity/Q2415122, http://www.wikidata.org/entity/Q5567967, http://www.wikidata.org/entity/Q20973952, http://www.wikidata.org/entity/Q23950226, http://www.wikidata.org/entity/Q62505213, http://www.wikidata.org/entity/Q24174945, http://www.wikidata.org/entity/Q73889193, http://www.wikidata.org/entity/Q103758842, http://www.wikidata.org/entity/Q70954450, http://www.wikidata.org/entity/Q104112057",Lee Isaac Chung,http://www.wikidata.org/entity/Q6514075,"Universal Pictures, InterCom, Warner Bros. Pictures","http://www.wikidata.org/entity/Q168383, http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q8016302","Frank Marshall, Pat Crowley","http://www.wikidata.org/entity/Q549570, http://www.wikidata.org/entity/Q2589401",Benjamin Wallfisch,http://www.wikidata.org/entity/Q6056440,Daniel Mindel,http://www.wikidata.org/entity/Q969766,"El Reno, Okarche, Spencer, Oklahoma City, Cashion, Chickasha","http://www.wikidata.org/entity/Q1017220, http://www.wikidata.org/entity/Q1987297, http://www.wikidata.org/entity/Q2600382, http://www.wikidata.org/entity/Q34863, http://www.wikidata.org/entity/Q2611149, http://www.wikidata.org/entity/Q2794790","Warner Bros., Universal Pictures, DreamWorks, Amblin Entertainment, The Kennedy/Marshall Company","http://www.wikidata.org/entity/Q126399, http://www.wikidata.org/entity/Q168383, http://www.wikidata.org/entity/Q192557, http://www.wikidata.org/entity/Q457893, http://www.wikidata.org/entity/Q3521465",,,,
http://www.wikidata.org/entity/Q124845098,Desert Road,2024-03-10T00:00:00Z,,,English,,,,,tt29474638,,"horror film, science fiction film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q471839",,,,,,,"Roy Lee, Steven Schneider","http://www.wikidata.org/entity/Q1990920, http://www.wikidata.org/entity/Q3973445",,,,,,,,,,,,
http://www.wikidata.org/entity/Q125213955,A Bit of Light,2024-01-01T00:00:00Z,98,98,English,,,,,tt15662700,,drama film,http://www.wikidata.org/entity/Q130232,"Anna Paquin, Ray Winstone, Pippa Bennett-Warner, Youssef Kerkour","http://www.wikidata.org/entity/Q199884, http://www.wikidata.org/entity/Q310932, http://www.wikidata.org/entity/Q7197468, http://www.wikidata.org/entity/Q108404896",Stephen Moyer,http://www.wikidata.org/entity/Q316622,Quiver Distribution,http://www.wikidata.org/entity/Q105616434,"Anna Paquin, Stephen Moyer, Axel Kuschevatzky, Phin Glynn","http://www.wikidata.org/entity/Q199884, http://www.wikidata.org/entity/Q316622, http://www.wikidata.org/entity/Q5714512, http://www.wikidata.org/entity/Q107288557",Nathan Barr,http://www.wikidata.org/entity/Q111777,,,,,ICM Partners,http://www.wikidata.org/entity/Q4806125,,,,
http://www.wikidata.org/entity/Q124151798,The Trouble with Jessica,2024-05-08T00:00:00Z,90,90,English,,,,,tt15507128,m/the_trouble_with_jessica,"comedy film, black comedy film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q5778924","Sylvester Groth, Olivia Williams, Rufus Sewell, Indira Varma, Shirley Henderson, Alan Tudyk, Anne Reid, Amber Rose Revah","http://www.wikidata.org/entity/Q76187, http://www.wikidata.org/entity/Q231163, http://www.wikidata.org/entity/Q299217, http://www.wikidata.org/entity/Q463585, http://www.wikidata.org/entity/Q232889, http://www.wikidata.org/entity/Q349350, http://www.wikidata.org/entity/Q2290416, http://www.wikidata.org/entity/Q456943",,,,,,,,,Tristan Oliver,http://www.wikidata.org/entity/Q44970869,,,,,,,,
http://www.wikidata.org/entity/Q117272474,A Different Man,2024-01-21T00:00:00Z,112,112,English,,,,,tt21097228,m/a_different_man,psychological thriller film,http://www.wikidata.org/entity/Q109733304,"Sebastian Stan, Charlie Korsmo, Owen Kline, Patrick Wang, Adam Pearson, C. Mason Wells, Renate Reinsve","http://www.wikidata.org/entity/Q455898, http://www.wikidata.org/entity/Q1066934, http://www.wikidata.org/entity/Q3178398, http://www.wikidata.org/entity/Q7147810, http://www.wikidata.org/entity/Q20974100, http://www.wikidata.org/entity/Q119851852, http://www.wikidata.org/entity/Q28718257",Aaron Schimberg,http://www.wikidata.org/entity/Q124516347,A24,http://www.wikidata.org/entity/Q16248298,Christine Vachon,http://www.wikidata.org/entity/Q436847,,,,,,,,,,,,
http://www.wikidata.org/entity/Q118323603,Hard Miles,2024-04-19T00:00:00Z,108,108,English,,,,,tt15353574,m/hard_miles,"drama film, sport film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q1339864","Sean Astin, Matthew Modine, Leslie David Baker, Cynthia Kaye McWilliams, Jahking Guillory, Jackson Kelly, Damien Diaz, Zachary T. Robbins","http://www.wikidata.org/entity/Q189351, http://www.wikidata.org/entity/Q318249, http://www.wikidata.org/entity/Q1050211, http://www.wikidata.org/entity/Q5200092, http://www.wikidata.org/entity/Q35650608, http://www.wikidata.org/entity/Q124708989, http://www.wikidata.org/entity/Q124709001, http://www.wikidata.org/entity/Q124709006",R.J. Daniel Hanna,http://www.wikidata.org/entity/Q122233900,Blue Fox Entertainment,http://www.wikidata.org/entity/Q48976677,,,Andrew Johnson,http://www.wikidata.org/entity/Q4757512,,,California,http://www.wikidata.org/entity/Q99,,,,,,
