movie_uri,movie,releaseDate,runtime,duration,language,budget,boxOffice_x,basedOn,basedOn_uri,IMDbID,RottenTomatoesID,genres,genres_URIs,actors,actors_URIs,directors,directors_URIs,distributors,distributors_URIs,producers,producers_URIs,composers,composers_URIs,cinematographers,cinematographers_URIs,filmingLocations,filmingLocations_URIs,productionCompanies,productionCompanies_URIs,mainSubjects,mainSubjects_URIs,series,series_URIs,dbpedia_uri
http://www.wikidata.org/entity/Q123582987,The Apprentice,2024-05-20T00:00:00Z,120.0,120.0,English,16000000.0,,,,tt8368368,m/the_apprentice,biographical film,http://www.wikidata.org/entity/Q645928,"Sebastian Stan, Jeremy Strong, Martin Donovan, Maria Bakalova","http://www.wikidata.org/entity/Q455898, http://www.wikidata.org/entity/Q15854232, http://www.wikidata.org/entity/Q726130, http://www.wikidata.org/entity/Q100740782",Ali Abbasi,http://www.wikidata.org/entity/Q28842152,ADS Service,http://www.wikidata.org/entity/Q16516296,,,"David Holmes, Brian Irvine","http://www.wikidata.org/entity/Q1174756, http://www.wikidata.org/entity/Q4964139",Kasper Andersen,http://www.wikidata.org/entity/Q12321489,,,"Tailored Films, Scythia Films, Profile Pictures","http://www.wikidata.org/entity/Q48996852, http://www.wikidata.org/entity/Q104854432, http://www.wikidata.org/entity/Q122949681",Donald Trump's business career,http://www.wikidata.org/entity/Q27828976,,,http://dbpedia.org/resource/The_Apprentice
http://www.wikidata.org/entity/Q125814469,The Firing Squad,2024-08-02T00:00:00Z,,,English,,,,,tt30110854,,"drama film, adventure film, Christian film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q319221, http://www.wikidata.org/entity/Q115122793","Cuba Gooding Jr., Eric Roberts, Kevin Sorbo, James Barrington","http://www.wikidata.org/entity/Q136209, http://www.wikidata.org/entity/Q207969, http://www.wikidata.org/entity/Q313655, http://www.wikidata.org/entity/Q110949256",Tim Chey,http://www.wikidata.org/entity/Q7803305,,,Tim Chey,http://www.wikidata.org/entity/Q7803305,,,,,,,The Epoch Times,http://www.wikidata.org/entity/Q584472,,,,,http://dbpedia.org/resource/The_Firing_Squad
http://www.wikidata.org/entity/Q124610204,The Empty Grave,2024-01-01T00:00:00Z,97.0,97.0,English,,,,,tt30886816,,documentary film,http://www.wikidata.org/entity/Q93204,,,"Agnes Lisa Wegner, Cece Mlay","http://www.wikidata.org/entity/Q63202242, http://www.wikidata.org/entity/Q124589371",,,,,,,Marcus Winterbauer,http://www.wikidata.org/entity/Q19984053,,,,,,,,,http://dbpedia.org/resource/The_Empty_Grave
http://www.wikidata.org/entity/Q116678683,Stockholm Bloodbath,2024-01-19T00:00:00Z,,,English,,,,,tt18163814,,"drama film, action film, historical film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q17013749","Alba August, Claes Bang, Matias Varela, Adam Pålsson, Sophie Cookson","http://www.wikidata.org/entity/Q16159216, http://www.wikidata.org/entity/Q5565254, http://www.wikidata.org/entity/Q6006145, http://www.wikidata.org/entity/Q6058727, http://www.wikidata.org/entity/Q18379490",Mikael Håfström,http://www.wikidata.org/entity/Q450630,Scanbox Entertainment,http://www.wikidata.org/entity/Q10662380,,,Lorne Balfe,http://www.wikidata.org/entity/Q608628,,,,,,,,,,,http://dbpedia.org/resource/Stockholm_Bloodbath
http://www.wikidata.org/entity/Q124736440,Prey,2024-03-15T00:00:00Z,,,English,,,,,tt27682129,,"action film, thriller film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q2484376","Mena Suvari, Ryan Phillippe, Emile Hirsch, Jeremy Tardy","http://www.wikidata.org/entity/Q223303, http://www.wikidata.org/entity/Q273136, http://www.wikidata.org/entity/Q244678, http://www.wikidata.org/entity/Q34248373",Mukunda Michael Dewil,http://www.wikidata.org/entity/Q16728531,Vertical,http://www.wikidata.org/entity/Q18395323,,,,,,,,,Voltage Pictures,http://www.wikidata.org/entity/Q19881683,,,,,http://dbpedia.org/resource/Prey
http://www.wikidata.org/entity/Q119882908,Suncoast,2024-01-01T00:00:00Z,109.0,109.0,English,,,,,tt13650742,m/suncoast,,,"Woody Harrelson, Laura Linney, Nico Parker","http://www.wikidata.org/entity/Q201279, http://www.wikidata.org/entity/Q223281, http://www.wikidata.org/entity/Q62902417",Laura Chinn,http://www.wikidata.org/entity/Q124381666,Searchlight Pictures,http://www.wikidata.org/entity/Q953040,,,,,,,,,,,,,,,http://dbpedia.org/resource/Suncoast
http://www.wikidata.org/entity/Q101093410,Benediction,2024-03-06T00:00:00Z,137.0,137.0,English,,,,,tt6852178,m/benediction,"drama film, biographical film, historical film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q645928, http://www.wikidata.org/entity/Q17013749","Julian Sands, Gemma Jones, Jeremy Irvine, Anton Lesser, Simon Russell Beale, Geraldine James, Ben Daniels, Peter Capaldi, Kellie Shirley, Lia Williams, Jack Lowden, Richard Goulding, Suzanne Bertish, Kate Phillips, David Shields, Tom Blyth, Calam Lynch, Harry Lawtey","http://www.wikidata.org/entity/Q363518, http://www.wikidata.org/entity/Q234142, http://www.wikidata.org/entity/Q542571, http://www.wikidata.org/entity/Q591515, http://www.wikidata.org/entity/Q971782, http://www.wikidata.org/entity/Q440926, http://www.wikidata.org/entity/Q609458, http://www.wikidata.org/entity/Q732661, http://www.wikidata.org/entity/Q6385803, http://www.wikidata.org/entity/Q6539402, http://www.wikidata.org/entity/Q6113745, http://www.wikidata.org/entity/Q7326007, http://www.wikidata.org/entity/Q7650771, http://www.wikidata.org/entity/Q29440067, http://www.wikidata.org/entity/Q111544357, http://www.wikidata.org/entity/Q105887530, http://www.wikidata.org/entity/Q106377561, http://www.wikidata.org/entity/Q106674854",Terence Davies,http://www.wikidata.org/entity/Q773523,"Vertigo Films, Roadside Attractions","http://www.wikidata.org/entity/Q4010298, http://www.wikidata.org/entity/Q7339672",Mike Elliott,http://www.wikidata.org/entity/Q6846685,,,Nicola Daley,http://www.wikidata.org/entity/Q92032992,"Royal Leamington Spa, Willenhall","http://www.wikidata.org/entity/Q546635, http://www.wikidata.org/entity/Q617799","British Film Institute, BBC Film","http://www.wikidata.org/entity/Q260528, http://www.wikidata.org/entity/Q971446",,,,,http://dbpedia.org/resource/Benediction_(film)
http://www.wikidata.org/entity/Q124416533,No Way Up,2024-01-18T00:00:00Z,90.0,90.0,English,,,,,tt16253418,m/no_way_up_2023,thriller film,http://www.wikidata.org/entity/Q2484376,"Colm Meaney, Will Attenborough, Sophie McIntosh","http://www.wikidata.org/entity/Q313671, http://www.wikidata.org/entity/Q22910218, http://www.wikidata.org/entity/Q125258761",Claudio Fäh,http://www.wikidata.org/entity/Q5129366,,,Andy Mayson,http://www.wikidata.org/entity/Q95849068,Andy Gray,http://www.wikidata.org/entity/Q4760736,,,,,Altitude Film,http://www.wikidata.org/entity/Q111256646,,,,,http://dbpedia.org/resource/No_Way_Up
http://www.wikidata.org/entity/Q113380226,The Substance,2024-05-19T00:00:00Z,140.0,140.0,English,17500000.0,,,,tt17526714,m/the_substance,"drama film, horror film, science fiction horror film, satirical film or television program","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q10663882, http://www.wikidata.org/entity/Q3745430","Demi Moore, Dennis Quaid, Christian Erickson, Margaret Qualley, Joseph Balderrama, Hugo Diego Garcia","http://www.wikidata.org/entity/Q43044, http://www.wikidata.org/entity/Q200768, http://www.wikidata.org/entity/Q3675641, http://www.wikidata.org/entity/Q17380672, http://www.wikidata.org/entity/Q71519397, http://www.wikidata.org/entity/Q124282426",Coralie Fargeat,http://www.wikidata.org/entity/Q60837652,"MUBI, ADS Service","http://www.wikidata.org/entity/Q693730, http://www.wikidata.org/entity/Q16516296","Eric Fellner, Tim Bevan","http://www.wikidata.org/entity/Q1351291, http://www.wikidata.org/entity/Q1473065",Raffertie,http://www.wikidata.org/entity/Q7282546,Benjamin Kračun,http://www.wikidata.org/entity/Q124645181,"Paris, Provence-Alpes-Côte d'Azur, Studios d'Épinay","http://www.wikidata.org/entity/Q90, http://www.wikidata.org/entity/Q15104, http://www.wikidata.org/entity/Q21511104","Working Title Films, Blacksmith","http://www.wikidata.org/entity/Q2060840, http://www.wikidata.org/entity/Q130296939",,,,,http://dbpedia.org/resource/The_Substance
http://www.wikidata.org/entity/Q124850759,Family,2024-03-08T00:00:00Z,,,English,,,,,tt30834999,,"drama film, horror film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q200092","Ben Chaplin, Allan Corduner","http://www.wikidata.org/entity/Q447397, http://www.wikidata.org/entity/Q2647961",,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Category:Family
http://www.wikidata.org/entity/Q124077893,Trap,2024-08-01T00:00:00Z,106.0,106.0,English,,,,,tt26753003,m/trap_2024,"thriller film, mystery film, psychological film","http://www.wikidata.org/entity/Q2484376, http://www.wikidata.org/entity/Q1200678, http://www.wikidata.org/entity/Q122360343","Kid Cudi, Hayley Mills, Alison Pill, Josh Hartnett, Marnie McPhail, Marcia Bennett, Jonathan Langdon, Russ, Ariel Donoghue, Mark Bacolcol, Saleka, Lochlan Miller","http://www.wikidata.org/entity/Q299138, http://www.wikidata.org/entity/Q237805, http://www.wikidata.org/entity/Q237781, http://www.wikidata.org/entity/Q303957, http://www.wikidata.org/entity/Q2152597, http://www.wikidata.org/entity/Q21517127, http://www.wikidata.org/entity/Q57834668, http://www.wikidata.org/entity/Q26706877, http://www.wikidata.org/entity/Q120819463, http://www.wikidata.org/entity/Q128986157, http://www.wikidata.org/entity/Q107719183, http://www.wikidata.org/entity/Q128986330",M. Night Shyamalan,http://www.wikidata.org/entity/Q51489,"InterCom, Warner Bros. Pictures","http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q8016302",,,,,Sayombhu Mukdeeprom,http://www.wikidata.org/entity/Q13022292,,,Blinding Edge Pictures,http://www.wikidata.org/entity/Q2906631,,,,,http://dbpedia.org/resource/Trap
http://www.wikidata.org/entity/Q113212962,Role Play,2024-01-04T00:00:00Z,100.0,100.0,English,,,,,tt12964320,m/role_play_2023,thriller film,http://www.wikidata.org/entity/Q2484376,"Kaley Cuoco, David Oyelowo, Connie Nielsen, Bill Nighy, Rudi Dharmalingam, Simon Delaney","http://www.wikidata.org/entity/Q16759, http://www.wikidata.org/entity/Q218800, http://www.wikidata.org/entity/Q231951, http://www.wikidata.org/entity/Q207179, http://www.wikidata.org/entity/Q7376926, http://www.wikidata.org/entity/Q7518602",Thomas Vincent,http://www.wikidata.org/entity/Q3525635,Amazon MGM Studios,http://www.wikidata.org/entity/Q4740868,"Kaley Cuoco, Andrew Rona, Alex Heineman","http://www.wikidata.org/entity/Q16759, http://www.wikidata.org/entity/Q18352260, http://www.wikidata.org/entity/Q72639759",Rael Jones,http://www.wikidata.org/entity/Q113451486,Maxime Alexandre,http://www.wikidata.org/entity/Q15430273,,,,,,,,,http://dbpedia.org/resource/Role_Play
http://www.wikidata.org/entity/Q114314695,Kingdom of the Planet of the Apes,2024-05-08T00:00:00Z,145.0,145.0,English,160000000.0,,,,tt11389872,m/kingdom_of_the_planet_of_the_apes,"adventure film, science fiction action film","http://www.wikidata.org/entity/Q319221, http://www.wikidata.org/entity/Q20656232","William H. Macy, Dichen Lachman, Kevin Durand, Peter Macon, Sara Wiseman, Eka Darville, Owen Teague, Freya Allan, Neil Sandilands","http://www.wikidata.org/entity/Q224159, http://www.wikidata.org/entity/Q242204, http://www.wikidata.org/entity/Q320084, http://www.wikidata.org/entity/Q7175591, http://www.wikidata.org/entity/Q7421813, http://www.wikidata.org/entity/Q1152289, http://www.wikidata.org/entity/Q47027020, http://www.wikidata.org/entity/Q58834757, http://www.wikidata.org/entity/Q15921670",Wes Ball,http://www.wikidata.org/entity/Q18148710,"20th Century Studios, Fórum Hungary","http://www.wikidata.org/entity/Q434841, http://www.wikidata.org/entity/Q1005887","Amanda Silver, Rick Jaffa, Jason Reed, Joe Hartwick Jr.","http://www.wikidata.org/entity/Q15069865, http://www.wikidata.org/entity/Q17372908, http://www.wikidata.org/entity/Q27096797, http://www.wikidata.org/entity/Q72953920",John Paesano,http://www.wikidata.org/entity/Q16734003,Gyula Pados,http://www.wikidata.org/entity/Q1227735,,,"20th Century Studios, Chernin Entertainment","http://www.wikidata.org/entity/Q434841, http://www.wikidata.org/entity/Q17335666",,,Planet of the Apes,http://www.wikidata.org/entity/Q731663,http://dbpedia.org/resource/Kingdom_of_the_Planet_of_the_Apes
http://www.wikidata.org/entity/Q100361125,Furiosa: A Mad Max Saga,2024-05-15T00:00:00Z,148.0,148.0,English,168000000.0,,,,tt12037194,m/furiosa_a_mad_max_saga,"action film, adventure film, post-apocalyptic film, dystopian film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q319221, http://www.wikidata.org/entity/Q1341051, http://www.wikidata.org/entity/Q20443008","Chris Hemsworth, Elsa Pataky, Angus Sampson, John Howard, Nathan Jones, Lachy Hulme, Josh Helman, Tom Burke, Anya Taylor-Joy, Charlee Fraser, Daniel Webber, Quaden Bayles","http://www.wikidata.org/entity/Q54314, http://www.wikidata.org/entity/Q230123, http://www.wikidata.org/entity/Q4764239, http://www.wikidata.org/entity/Q5670833, http://www.wikidata.org/entity/Q707158, http://www.wikidata.org/entity/Q5968695, http://www.wikidata.org/entity/Q5799862, http://www.wikidata.org/entity/Q2439560, http://www.wikidata.org/entity/Q20882479, http://www.wikidata.org/entity/Q54860719, http://www.wikidata.org/entity/Q23928938, http://www.wikidata.org/entity/Q86321649",George Miller,http://www.wikidata.org/entity/Q446960,"Warner Bros., InterCom, Warner Bros. Pictures","http://www.wikidata.org/entity/Q126399, http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q8016302","George Miller, Doug Mitchell","http://www.wikidata.org/entity/Q446960, http://www.wikidata.org/entity/Q16935134",Junkie XL,http://www.wikidata.org/entity/Q266429,Simon Duggan,http://www.wikidata.org/entity/Q2287450,"Silverton, Hay","http://www.wikidata.org/entity/Q2286606, http://www.wikidata.org/entity/Q1010837","Village Roadshow Pictures, Kennedy Miller Mitchell","http://www.wikidata.org/entity/Q622668, http://www.wikidata.org/entity/Q6389652",,,Mad Max,http://www.wikidata.org/entity/Q3275141,http://dbpedia.org/resource/Furiosa_(film)
http://www.wikidata.org/entity/Q115474889,Atlas,2024-05-24T00:00:00Z,120.0,120.0,English,,,,,tt14856980,m/atlas_2024,"science fiction film, thriller film","http://www.wikidata.org/entity/Q471839, http://www.wikidata.org/entity/Q2484376","Jennifer Lopez, Lana Parrilla, Mark Strong, Sterling K. Brown, Simu Liu, Ricky Guillart","http://www.wikidata.org/entity/Q40715, http://www.wikidata.org/entity/Q242155, http://www.wikidata.org/entity/Q312712, http://www.wikidata.org/entity/Q3295000, http://www.wikidata.org/entity/Q24004849, http://www.wikidata.org/entity/Q112690641",Brad Peyton,http://www.wikidata.org/entity/Q1114465,Netflix,http://www.wikidata.org/entity/Q907311,"Jennifer Lopez, Brad Peyton, Greg Berlanti, Benny Medina, Joby Harold, Tory Tunnell, Sarah Schechter","http://www.wikidata.org/entity/Q40715, http://www.wikidata.org/entity/Q1114465, http://www.wikidata.org/entity/Q978649, http://www.wikidata.org/entity/Q4890022, http://www.wikidata.org/entity/Q6206888, http://www.wikidata.org/entity/Q21064033, http://www.wikidata.org/entity/Q63111589",Andrew Lockington,http://www.wikidata.org/entity/Q505995,John Schwartzman,http://www.wikidata.org/entity/Q1370528,"Los Angeles, New Zealand","http://www.wikidata.org/entity/Q65, http://www.wikidata.org/entity/Q664","Nuyorican Productions, Berlanti Productions","http://www.wikidata.org/entity/Q7070690, http://www.wikidata.org/entity/Q21116818","artificial intelligence, humanoid","http://www.wikidata.org/entity/Q11660, http://www.wikidata.org/entity/Q502931",,,http://dbpedia.org/resource/Atlas_(upcoming_film)
http://www.wikidata.org/entity/Q123944616,Crossing,2024-03-15T00:00:00Z,105.0,105.0,English,,,,,tt27417166,m/crossing_2024,"drama film, LGBT-related film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q20442589","Mzia Arabuli, Lucas Kankava","http://www.wikidata.org/entity/Q131323487, http://www.wikidata.org/entity/Q131323489",Levan Akin,http://www.wikidata.org/entity/Q5544917,TriArt Film,http://www.wikidata.org/entity/Q112750282,Mathilde Dedye,http://www.wikidata.org/entity/Q87896498,,,,,,,"French Quarter Film, Bir Film, Totem Films","http://www.wikidata.org/entity/Q113197925, http://www.wikidata.org/entity/Q118390872, http://www.wikidata.org/entity/Q121271108",,,,,http://dbpedia.org/resource/Crossing
http://www.wikidata.org/entity/Q115175910,Megalopolis,2024-05-17T00:00:00Z,138.0,138.0,English,,,,,tt10128846,m/megalopolis,"drama film, epic film, science fiction film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q652256, http://www.wikidata.org/entity/Q471839","Dustin Hoffman, Jon Voight, Talia Shire, Forest Whitaker, Laurence Fishburne, Shia LaBeouf, Aubrey Plaza, Jason Schwartzman, James Remar, D. B. Sweeney, Giancarlo Esposito, Juan Carlos Flores, Kathryn Hunter, Grace VanderWaal, Adam Driver, Nathalie Emmanuel, Chloe Fineman","http://www.wikidata.org/entity/Q42930, http://www.wikidata.org/entity/Q167520, http://www.wikidata.org/entity/Q108622, http://www.wikidata.org/entity/Q182763, http://www.wikidata.org/entity/Q193048, http://www.wikidata.org/entity/Q180942, http://www.wikidata.org/entity/Q210547, http://www.wikidata.org/entity/Q313705, http://www.wikidata.org/entity/Q441913, http://www.wikidata.org/entity/Q668925, http://www.wikidata.org/entity/Q726142, http://www.wikidata.org/entity/Q3496843, http://www.wikidata.org/entity/Q459482, http://www.wikidata.org/entity/Q26897673, http://www.wikidata.org/entity/Q4678990, http://www.wikidata.org/entity/Q6968794, http://www.wikidata.org/entity/Q67452053",Francis Ford Coppola,http://www.wikidata.org/entity/Q56094,Mozinet,http://www.wikidata.org/entity/Q28871739,Francis Ford Coppola,http://www.wikidata.org/entity/Q56094,Osvaldo Golijov,http://www.wikidata.org/entity/Q701257,Mihai Mălaimare,http://www.wikidata.org/entity/Q250396,,,American Zoetrope,http://www.wikidata.org/entity/Q467348,Second Catilinarian conspiracy,http://www.wikidata.org/entity/Q1051202,,,http://dbpedia.org/resource/Megalopolis_(film)
http://www.wikidata.org/entity/Q123690382,Presence,2024-01-19T00:00:00Z,,,English,,,,,tt28249919,,psychological thriller,http://www.wikidata.org/entity/Q590103,"Lucy Liu, Chris Sullivan, Julia Fox","http://www.wikidata.org/entity/Q188375, http://www.wikidata.org/entity/Q21196625, http://www.wikidata.org/entity/Q79055374",Steven Soderbergh,http://www.wikidata.org/entity/Q103917,,,,,,,Steven Soderbergh,http://www.wikidata.org/entity/Q103917,,,,,,,,,http://dbpedia.org/resource/Presence
http://www.wikidata.org/entity/Q126184471,Nuked,2024-06-13T00:00:00Z,86.0,86.0,English,,,,,tt26574303,,,,"Lucy Punch, Anna Camp","http://www.wikidata.org/entity/Q261579, http://www.wikidata.org/entity/Q1150316",,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Nuked
http://www.wikidata.org/entity/Q130298069,Home Free,2024-09-18T00:00:00Z,96.0,96.0,English,,,,,tt27790926,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Home_Free
http://www.wikidata.org/entity/Q123345219,Chosen Family,2024-01-01T00:00:00Z,,,English,,,,,tt27799825,,,,"Julia Stiles, Andrea Savage, Thomas Lennon, Michael Gross, John Brotherton","http://www.wikidata.org/entity/Q210120, http://www.wikidata.org/entity/Q451934, http://www.wikidata.org/entity/Q1319539, http://www.wikidata.org/entity/Q782662, http://www.wikidata.org/entity/Q6223403",Heather Graham,http://www.wikidata.org/entity/Q224026,,,Chad A. Verdi,http://www.wikidata.org/entity/Q27662358,,,,,,,,,,,,,http://dbpedia.org/resource/Chosen_Family
http://www.wikidata.org/entity/Q124249583,The Black Sea,2024-03-09T00:00:00Z,99.0,99.0,English,,,,,tt30309913,,,,"Samuel Finzi, Irmena Chichikova","http://www.wikidata.org/entity/Q106781, http://www.wikidata.org/entity/Q22957946",Crystal Moselle,http://www.wikidata.org/entity/Q26923645,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/The_Black_Sea
http://www.wikidata.org/entity/Q113572020,The Listener,2024-03-29T00:00:00Z,96.0,96.0,English,,,,,tt15669314,m/the_listener,drama film,http://www.wikidata.org/entity/Q130232,"Margaret Cho, Tessa Thompson, Rebecca Hall, Casey Wilson, Alia Shawkat, Logan Marshall-Green, Jamie Hector, Derek Cecil, Blu del Barrio","http://www.wikidata.org/entity/Q257243, http://www.wikidata.org/entity/Q271500, http://www.wikidata.org/entity/Q230534, http://www.wikidata.org/entity/Q466016, http://www.wikidata.org/entity/Q466051, http://www.wikidata.org/entity/Q472084, http://www.wikidata.org/entity/Q3709262, http://www.wikidata.org/entity/Q4354004, http://www.wikidata.org/entity/Q99673126",Steve Buscemi,http://www.wikidata.org/entity/Q104061,Vertical,http://www.wikidata.org/entity/Q18395323,"Steve Buscemi, Tessa Thompson, Oren Moverman","http://www.wikidata.org/entity/Q104061, http://www.wikidata.org/entity/Q271500, http://www.wikidata.org/entity/Q736069",Aska Matsumiya,http://www.wikidata.org/entity/Q105582471,Anka Malatynska,http://www.wikidata.org/entity/Q125465778,,,,,,,,,http://dbpedia.org/resource/The_Listener
http://www.wikidata.org/entity/Q120001910,The Bricklayer,2024-01-01T00:00:00Z,110.0,110.0,English,,,,,tt2016303,m/the_bricklayer_2023,"action film, thriller film, film based on a novel","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q2484376, http://www.wikidata.org/entity/Q52207399","Nina Dobrev, Aaron Eckhart, Tim Blake Nelson, Clifton Collins, Ilfenesh Hadera","http://www.wikidata.org/entity/Q183439, http://www.wikidata.org/entity/Q192643, http://www.wikidata.org/entity/Q515095, http://www.wikidata.org/entity/Q935167, http://www.wikidata.org/entity/Q36685840",Renny Harlin,http://www.wikidata.org/entity/Q318712,Vertical,http://www.wikidata.org/entity/Q18395323,Millennium Media,http://www.wikidata.org/entity/Q3879177,Walter Mair,http://www.wikidata.org/entity/Q25344954,,,,,Millennium Media,http://www.wikidata.org/entity/Q3879177,,,,,http://dbpedia.org/resource/The_Bricklayer
http://www.wikidata.org/entity/Q123185887,Anora,2024-05-21T00:00:00Z,139.0,139.0,English,,,,,tt28607951,m/anora,comedy drama,http://www.wikidata.org/entity/Q859369,"Aleksei Serebryakov, Darya Ekamasova, Yury Borisov, Mikey Madison, Mark Eydelshteyn, Ivy Wolk, Luna Sofía Miranda","http://www.wikidata.org/entity/Q2376200, http://www.wikidata.org/entity/Q4174263, http://www.wikidata.org/entity/Q24035944, http://www.wikidata.org/entity/Q26923245, http://www.wikidata.org/entity/Q115474775, http://www.wikidata.org/entity/Q125429069, http://www.wikidata.org/entity/Q130626878",Sean Baker,http://www.wikidata.org/entity/Q7441419,"UIP-Dunafilm, Le Pacte, Neon","http://www.wikidata.org/entity/Q1329615, http://www.wikidata.org/entity/Q3225114, http://www.wikidata.org/entity/Q30603559",,,,,Drew Daniels,http://www.wikidata.org/entity/Q68705433,,,,,,,,,http://dbpedia.org/resource/Anora
http://www.wikidata.org/entity/Q130304875,The Last Breath,2024-07-21T00:00:00Z,,,English,,,,,tt14827150,,,,,,Joachim Hedén,http://www.wikidata.org/entity/Q16633032,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/The_Last_Breath
http://www.wikidata.org/entity/Q118214971,Fresh Kills,2024-05-17T00:00:00Z,120.0,120.0,English,,,,,tt15782954,m/fresh_kills,"drama film, crime film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q959790","Annabella Sciorra, Jennifer Esposito, Domenick Lombardozzi, Stelio Savante, Odessa A'zion, Emily Bader","http://www.wikidata.org/entity/Q231395, http://www.wikidata.org/entity/Q233922, http://www.wikidata.org/entity/Q545073, http://www.wikidata.org/entity/Q2054051, http://www.wikidata.org/entity/Q55346754, http://www.wikidata.org/entity/Q109303503",Jennifer Esposito,http://www.wikidata.org/entity/Q233922,Quiver Distribution,http://www.wikidata.org/entity/Q105616434,"Jennifer Esposito, Christine Crokos","http://www.wikidata.org/entity/Q233922, http://www.wikidata.org/entity/Q61992069",Theodosia Roussos,http://www.wikidata.org/entity/Q126079166,,,Staten Island,http://www.wikidata.org/entity/Q18432,,,,,,,http://dbpedia.org/resource/Fresh_Kills
http://www.wikidata.org/entity/Q73792046,The Exorcism,2024-06-21T00:00:00Z,93.0,93.0,English,,,,,tt11240348,m/the_exorcism_2024,"horror film, thriller film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q2484376","Russell Crowe, Sam Worthington, Samantha Mathis, Adam Goldberg, Adrian Pasdar, David Hyde Pierce, Ryan Simpkins, Chloe Bailey","http://www.wikidata.org/entity/Q129817, http://www.wikidata.org/entity/Q82085, http://www.wikidata.org/entity/Q237190, http://www.wikidata.org/entity/Q281964, http://www.wikidata.org/entity/Q311303, http://www.wikidata.org/entity/Q373976, http://www.wikidata.org/entity/Q7384521, http://www.wikidata.org/entity/Q108489502",Joshua John Miller,http://www.wikidata.org/entity/Q1708579,Fórum Hungary,http://www.wikidata.org/entity/Q1005887,Bill Block,http://www.wikidata.org/entity/Q19663497,,,Simon Duggan,http://www.wikidata.org/entity/Q2287450,Wilmington,http://www.wikidata.org/entity/Q659400,Miramax,http://www.wikidata.org/entity/Q465449,,,,,http://dbpedia.org/resource/The_Georgetown_Project
http://www.wikidata.org/entity/Q115577183,Lagoon,2024-01-01T00:00:00Z,,,English,,,,,,,"drama film, horror film, erotic film, body horror film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q599558, http://www.wikidata.org/entity/Q102260466","Elle Fanning, Michael Eklund, Valerie Pachner, Garance Marillier, Kristina Pimenova, Morgan Giraudet","http://www.wikidata.org/entity/Q228943, http://www.wikidata.org/entity/Q514092, http://www.wikidata.org/entity/Q22162401, http://www.wikidata.org/entity/Q25975543, http://www.wikidata.org/entity/Q18697302, http://www.wikidata.org/entity/Q115577457",Charlie Kaufman,http://www.wikidata.org/entity/Q312751,,,,,,,,,,,,,"death, child, puberty, body, mental health, pleasure, teenager, hard sex, stranger, sex with the devil","http://www.wikidata.org/entity/Q4, http://www.wikidata.org/entity/Q7569, http://www.wikidata.org/entity/Q101065, http://www.wikidata.org/entity/Q170494, http://www.wikidata.org/entity/Q317309, http://www.wikidata.org/entity/Q208195, http://www.wikidata.org/entity/Q1492760, http://www.wikidata.org/entity/Q11949613, http://www.wikidata.org/entity/Q58179319, http://www.wikidata.org/entity/Q113016024",,,http://dbpedia.org/resource/Lagoon
