movie_uri,movie,releaseDate,runtime,duration,language,budget,boxOffice_x,basedOn,basedOn_uri,IMDbID,RottenTomatoesID,genres,genres_URIs,actors,actors_URIs,directors,directors_URIs,distributors,distributors_URIs,producers,producers_URIs,composers,composers_URIs,cinematographers,cinematographers_URIs,filmingLocations,filmingLocations_URIs,productionCompanies,productionCompanies_URIs,mainSubjects,mainSubjects_URIs,series,series_URIs,dbpedia_uri
http://www.wikidata.org/entity/Q117130193,Parachute,2024-04-05T00:00:00Z,97.0,97.0,English,,,,,tt21057800,,drama film,http://www.wikidata.org/entity/Q130232,"Dave Bautista, Thomas Mann, Jennifer Westfeldt, Kid Cudi, Joel McHale, Bunny Gibson, Kelley Jakle, Courtney Eaton, Gina Rodriguez, Lukas Gage, Chrissie Fit, Francesca Reale, Kathryn Gallagher, Mle Chester, Ekaterina Baker, Owen Thiele, Jeremy Kucharek","http://www.wikidata.org/entity/Q44158, http://www.wikidata.org/entity/Q171687, http://www.wikidata.org/entity/Q271554, http://www.wikidata.org/entity/Q299138, http://www.wikidata.org/entity/Q311993, http://www.wikidata.org/entity/Q4997852, http://www.wikidata.org/entity/Q16203864, http://www.wikidata.org/entity/Q16728739, http://www.wikidata.org/entity/Q16729296, http://www.wikidata.org/entity/Q47467699, http://www.wikidata.org/entity/Q15074184, http://www.wikidata.org/entity/Q27865384, http://www.wikidata.org/entity/Q86366727, http://www.wikidata.org/entity/Q98434605, http://www.wikidata.org/entity/Q105087005, http://www.wikidata.org/entity/Q119936993, http://www.wikidata.org/entity/Q124708889",Brittany Snow,http://www.wikidata.org/entity/Q229975,Vertical,http://www.wikidata.org/entity/Q18395323,,,Keegan DeWitt,http://www.wikidata.org/entity/Q6382705,Kristen Correlll,http://www.wikidata.org/entity/Q125448334,,,,,,,,,http://dbpedia.org/resource/Parachute
http://www.wikidata.org/entity/Q124708001,We're All Gonna Die,2024-03-10T00:00:00Z,110.0,110.0,English,,,,,tt28055078,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/We're_All_Gonna_Die
http://www.wikidata.org/entity/Q123758925,Unsung Hero,2024-04-26T00:00:00Z,112.0,112.0,English,,,,,tt23638614,m/unsung_hero,"drama film, Christian film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q115122793","Candace Cameron Bure, Lucas Black, Jonathan Jackson, Daisy Betts, Kirrilee Berger, Diesel La Torraca, Joel Smallbone","http://www.wikidata.org/entity/Q235694, http://www.wikidata.org/entity/Q359491, http://www.wikidata.org/entity/Q525716, http://www.wikidata.org/entity/Q2701477, http://www.wikidata.org/entity/Q91328078, http://www.wikidata.org/entity/Q104831086, http://www.wikidata.org/entity/Q28151611","Richard Ramsey, Joel Smallbone","http://www.wikidata.org/entity/Q21176501, http://www.wikidata.org/entity/Q28151611",Lionsgate,http://www.wikidata.org/entity/Q515869,"Joel Smallbone, Luke Smallbone","http://www.wikidata.org/entity/Q28151611, http://www.wikidata.org/entity/Q42664261",Brent McCorkle,http://www.wikidata.org/entity/Q115016030,,,,,Kingdom Story Company,http://www.wikidata.org/entity/Q85774518,,,,,http://dbpedia.org/resource/Unsung_Hero
http://www.wikidata.org/entity/Q123783550,Good One,2024-01-01T00:00:00Z,90.0,90.0,English,,,,,tt30319516,,,,"Danny McCarthy, James LeGros, Lily Collias","http://www.wikidata.org/entity/Q2616095, http://www.wikidata.org/entity/Q1334830, http://www.wikidata.org/entity/Q130272415",India Donaldson,http://www.wikidata.org/entity/Q126089245,,,,,,,,,,,Smudge Films,http://www.wikidata.org/entity/Q127038527,,,,,http://dbpedia.org/resource/Good_One
http://www.wikidata.org/entity/Q111941144,Red Right Hand,2024-02-23T00:00:00Z,111.0,111.0,English,,,,,tt19244260,m/red_right_hand,"action film, thriller film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q2484376","Orlando Bloom, Andie MacDowell, Brian Geraghty, Garret Dillahunt, Scott Haze, Mo McRae","http://www.wikidata.org/entity/Q44467, http://www.wikidata.org/entity/Q208558, http://www.wikidata.org/entity/Q460563, http://www.wikidata.org/entity/Q712437, http://www.wikidata.org/entity/Q7436480, http://www.wikidata.org/entity/Q6886247","Eshom Nelms, Ian Nelms","http://www.wikidata.org/entity/Q66717830, http://www.wikidata.org/entity/Q66717831",,,Basil Iwanyk,http://www.wikidata.org/entity/Q52714247,,,,,"Lexington, New Castle, Shepherdsville, Campbellsburg","http://www.wikidata.org/entity/Q49241, http://www.wikidata.org/entity/Q3182061, http://www.wikidata.org/entity/Q2241892, http://www.wikidata.org/entity/Q2312197",,,,,,,http://dbpedia.org/resource/Red_Right_Hand_(film)
http://www.wikidata.org/entity/Q122203155,Maria,2024-08-29T00:00:00Z,124.0,124.0,English,,,,,tt22893404,m/maria_2024,"drama film, biographical film, psychological drama film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q645928, http://www.wikidata.org/entity/Q63214877","Angelina Jolie, Haluk Bilginer, Alba Rohrwacher, Valeria Golino, Pierfrancesco Favino, Kodi Smit-McPhee, Alessandro Bressanello, Aggelina Papadopoulou","http://www.wikidata.org/entity/Q13909, http://www.wikidata.org/entity/Q470210, http://www.wikidata.org/entity/Q433601, http://www.wikidata.org/entity/Q230710, http://www.wikidata.org/entity/Q555241, http://www.wikidata.org/entity/Q716251, http://www.wikidata.org/entity/Q3609881, http://www.wikidata.org/entity/Q131179237",Pablo Larraín,http://www.wikidata.org/entity/Q1985090,"Netflix, 01 Distribution, StudioCanal","http://www.wikidata.org/entity/Q907311, http://www.wikidata.org/entity/Q1554656, http://www.wikidata.org/entity/Q2450848","Jonas Dornbach, Lorenzo Mieli, Janine Jackowski, Juan de Dios Larraín","http://www.wikidata.org/entity/Q1300310, http://www.wikidata.org/entity/Q3837013, http://www.wikidata.org/entity/Q28540779, http://www.wikidata.org/entity/Q62002792",,,Edward Lachman,http://www.wikidata.org/entity/Q616171,,,"Fremantle, Fabula, Komplizen Film, The Apartment","http://www.wikidata.org/entity/Q520445, http://www.wikidata.org/entity/Q19366218, http://www.wikidata.org/entity/Q56474046, http://www.wikidata.org/entity/Q86672804",,,,,http://dbpedia.org/property/maria
http://www.wikidata.org/entity/Q123259395,Prisons,2024-02-09T00:00:00Z,100.0,100.0,English,,,,,tt28528526,,"action film, crime film, thriller film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q959790, http://www.wikidata.org/entity/Q2484376",,,Esa Jussila,http://www.wikidata.org/entity/Q123259404,Bright Fame Pictures,http://www.wikidata.org/entity/Q97341083,,,Jussi Huhtala,http://www.wikidata.org/entity/Q30174220,Esa Jussila,http://www.wikidata.org/entity/Q123259404,,,,,,,,,http://dbpedia.org/resource/Category:Prisons
http://www.wikidata.org/entity/Q117287129,The End,2024-08-31T00:00:00Z,,,English,,,,,tt15551346,m/the_end_2024,,,"Michael Shannon, Tilda Swinton, Lennie James, George MacKay, Bronagh Gallagher, Tim McInnerny, Moses Ingram","http://www.wikidata.org/entity/Q41449, http://www.wikidata.org/entity/Q200534, http://www.wikidata.org/entity/Q636682, http://www.wikidata.org/entity/Q970066, http://www.wikidata.org/entity/Q2926038, http://www.wikidata.org/entity/Q552162, http://www.wikidata.org/entity/Q101528973",Joshua Oppenheimer,http://www.wikidata.org/entity/Q6290103,Neon,http://www.wikidata.org/entity/Q30603559,"Tilda Swinton, Signe Byrge Sørensen","http://www.wikidata.org/entity/Q200534, http://www.wikidata.org/entity/Q15864814",,,,,,,Final Cut for Real,http://www.wikidata.org/entity/Q8563183,,,,,http://dbpedia.org/resource/The_End
http://www.wikidata.org/entity/Q124246343,Head South,2024-01-01T00:00:00Z,98.0,98.0,English,,,,,tt23711262,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Head_South
http://www.wikidata.org/entity/Q112054623,In the Land of Saints and Sinners,2024-02-08T00:00:00Z,106.0,106.0,English,,,,,tt15782690,m/in_the_land_of_saints_and_sinners,"action film, thriller film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q2484376","Liam Neeson, Kerry Condon, Colm Meaney, Ciarán Hinds, Jack Gleeson","http://www.wikidata.org/entity/Q58444, http://www.wikidata.org/entity/Q257625, http://www.wikidata.org/entity/Q313671, http://www.wikidata.org/entity/Q314892, http://www.wikidata.org/entity/Q777260",Robert Lorenz,http://www.wikidata.org/entity/Q324177,Netflix,http://www.wikidata.org/entity/Q907311,"Geraldine Hughes, Philip Lee, Terry Loane, Bonnie Timmermann, Adrian Grabe","http://www.wikidata.org/entity/Q3103919, http://www.wikidata.org/entity/Q11332490, http://www.wikidata.org/entity/Q113450156, http://www.wikidata.org/entity/Q113859949, http://www.wikidata.org/entity/Q95877062",Great Garbo,http://www.wikidata.org/entity/Q1544277,Tom Stern,http://www.wikidata.org/entity/Q2063318,Ardara,http://www.wikidata.org/entity/Q638551,"Davis Films, Merlin Films","http://www.wikidata.org/entity/Q3703758, http://www.wikidata.org/entity/Q95402668",,,,,http://dbpedia.org/resource/In_the_Land_of_Saints_and_Sinners
http://www.wikidata.org/entity/Q125693182,Something in the Water,2024-05-03T00:00:00Z,86.0,86.0,English,,,,,tt22863968,m/something_in_the_water,thriller film,http://www.wikidata.org/entity/Q2484376,"Lauren Lyle, Hiftu Quasem, Natalie Mitson","http://www.wikidata.org/entity/Q27864272, http://www.wikidata.org/entity/Q106828495, http://www.wikidata.org/entity/Q124176883",,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Something_in_the_Water
http://www.wikidata.org/entity/Q117014906,Mean Girls,2024-01-10T00:00:00Z,112.0,112.0,English,,,Mean Girls,http://www.wikidata.org/entity/Q28453248,tt11762114,m/mean_girls_2024,"comedy film, musical film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q842256","Tina Fey, Jenna Fischer, Busy Philipps, Tim Meadows, Jon Hamm, Jaquel Spivey, Christopher Briney, Bebe Wood, Reneé Rapp, Auliʻi Cravalho, Ashley Park, Avantika Vandanapu, Angourie Rice, Connor Ratliff","http://www.wikidata.org/entity/Q14540, http://www.wikidata.org/entity/Q238877, http://www.wikidata.org/entity/Q235740, http://www.wikidata.org/entity/Q1322660, http://www.wikidata.org/entity/Q313107, http://www.wikidata.org/entity/Q112291617, http://www.wikidata.org/entity/Q113136886, http://www.wikidata.org/entity/Q10427580, http://www.wikidata.org/entity/Q64733275, http://www.wikidata.org/entity/Q24455611, http://www.wikidata.org/entity/Q28857171, http://www.wikidata.org/entity/Q19955713, http://www.wikidata.org/entity/Q24034671, http://www.wikidata.org/entity/Q104863946","Samantha Jayne, Arturo Perez Jr.","http://www.wikidata.org/entity/Q89603298, http://www.wikidata.org/entity/Q123566133","Paramount Pictures, UIP-Dunafilm","http://www.wikidata.org/entity/Q159846, http://www.wikidata.org/entity/Q1329615","Tina Fey, Lorne Michaels","http://www.wikidata.org/entity/Q14540, http://www.wikidata.org/entity/Q521221",Jeff Richmond,http://www.wikidata.org/entity/Q641975,,,,,"Broadway Video, Little Stranger, Paramount Players","http://www.wikidata.org/entity/Q4972541, http://www.wikidata.org/entity/Q10319190, http://www.wikidata.org/entity/Q30644098",,,,,http://dbpedia.org/resource/Mean_Girls
http://www.wikidata.org/entity/Q124285697,American Star,2024-01-01T00:00:00Z,107.0,107.0,English,,,,,tt19984386,m/american_star,thriller film,http://www.wikidata.org/entity/Q2484376,"Thomas Kretschmann, Fanny Ardant, Ian McShane, Nora Arnezeder, Sabela Arán, Andrés Gertrúdix, Adam Nagaitis, Oscar Coleman","http://www.wikidata.org/entity/Q57614, http://www.wikidata.org/entity/Q106349, http://www.wikidata.org/entity/Q234141, http://www.wikidata.org/entity/Q291466, http://www.wikidata.org/entity/Q12399434, http://www.wikidata.org/entity/Q5675797, http://www.wikidata.org/entity/Q27601724, http://www.wikidata.org/entity/Q124413518",Gonzalo López-Gallego,http://www.wikidata.org/entity/Q1059776,"IFC Films, Vertigo Films","http://www.wikidata.org/entity/Q2910457, http://www.wikidata.org/entity/Q4010298","Ian McShane, Michael Elliott","http://www.wikidata.org/entity/Q234141, http://www.wikidata.org/entity/Q6830106",Remate,http://www.wikidata.org/entity/Q6105219,José David Montero,http://www.wikidata.org/entity/Q21280657,,,,,,,,,http://dbpedia.org/resource/American_Star
http://www.wikidata.org/entity/Q129652261,The Invisibles,2024-03-10T00:00:00Z,107.0,107.0,English,,,,,tt14872806,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/The_Invisibles
http://www.wikidata.org/entity/Q120188885,Bird,2024-05-16T00:00:00Z,119.0,119.0,English,,,,,tt28277817,m/bird_2024,drama film,http://www.wikidata.org/entity/Q130232,"Franz Rogowski, Barry Keoghan, James Nelson-Joyce, Joanne Matthews","http://www.wikidata.org/entity/Q16064485, http://www.wikidata.org/entity/Q28542230, http://www.wikidata.org/entity/Q118355980, http://www.wikidata.org/entity/Q122790165",Andrea Arnold,http://www.wikidata.org/entity/Q457493,"MUBI, Ad Vitam Distribution","http://www.wikidata.org/entity/Q693730, http://www.wikidata.org/entity/Q21511428",Tessa Ross,http://www.wikidata.org/entity/Q7705620,,,,,,,"British Film Institute, BBC Film, Canal+, Ciné+, Arte France Cinéma, Ad Vitam Distribution, Access Entertainment","http://www.wikidata.org/entity/Q260528, http://www.wikidata.org/entity/Q971446, http://www.wikidata.org/entity/Q1032540, http://www.wikidata.org/entity/Q2595367, http://www.wikidata.org/entity/Q2864822, http://www.wikidata.org/entity/Q21511428, http://www.wikidata.org/entity/Q111915684",,,,,http://dbpedia.org/property/bird
http://www.wikidata.org/entity/Q127869960,Dead Sea,2024-07-26T00:00:00Z,88.0,88.0,English,,,,,tt11724920,,,,Isabel Gravitt,http://www.wikidata.org/entity/Q67903333,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Category:Dead_Sea
http://www.wikidata.org/entity/Q124370507,Thelma the Unicorn,2024-05-17T00:00:00Z,93.0,93.0,English,,,,,tt10442352,m/thelma_the_unicorn,"comedy film, musical film, adventure film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q842256, http://www.wikidata.org/entity/Q319221",,,Jared Hess,http://www.wikidata.org/entity/Q2480656,Netflix,http://www.wikidata.org/entity/Q907311,Pam Coats,http://www.wikidata.org/entity/Q23992768,John Powell,http://www.wikidata.org/entity/Q313540,,,,,Netflix Animation,http://www.wikidata.org/entity/Q104414180,,,,,http://dbpedia.org/resource/Thelma_the_Unicorn
http://www.wikidata.org/entity/Q121076570,Paddington in Peru,2024-11-08T00:00:00Z,,,English,,,,,tt5822536,m/paddington_in_peru,"comedy film, live-action animated film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q25110269","Antonio Banderas, Hugh Bonneville, Julie Walters, Emily Mortimer, Jim Broadbent, Ben Whishaw, Samuel Joslin, Olivia Colman, Madeleine Harris","http://www.wikidata.org/entity/Q41548, http://www.wikidata.org/entity/Q155775, http://www.wikidata.org/entity/Q228747, http://www.wikidata.org/entity/Q230308, http://www.wikidata.org/entity/Q185079, http://www.wikidata.org/entity/Q342617, http://www.wikidata.org/entity/Q15639406, http://www.wikidata.org/entity/Q7088045, http://www.wikidata.org/entity/Q19960315",Dougal Wilson,http://www.wikidata.org/entity/Q5301060,,,Rosie Alison,http://www.wikidata.org/entity/Q24049152,Dario Marianelli,http://www.wikidata.org/entity/Q360399,,,,,"Heyday Films, StudioCanal","http://www.wikidata.org/entity/Q2415769, http://www.wikidata.org/entity/Q2450848",,,Paddington,http://www.wikidata.org/entity/Q48672651,http://dbpedia.org/resource/Paddington_in_Peru
http://www.wikidata.org/entity/Q113012523,Blink Twice,2024-08-21T00:00:00Z,102.0,102.0,English,,,,,tt14858658,m/blink_twice,"action film, thriller film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q2484376","Simon Rex, Channing Tatum, Christian Slater, Kyle MacLachlan, Geena Davis, Haley Joel Osment, Alia Shawkat, Naomi Ackie, Adria Arjona, María Elena Olivares","http://www.wikidata.org/entity/Q175305, http://www.wikidata.org/entity/Q212064, http://www.wikidata.org/entity/Q204590, http://www.wikidata.org/entity/Q207506, http://www.wikidata.org/entity/Q280098, http://www.wikidata.org/entity/Q489856, http://www.wikidata.org/entity/Q466051, http://www.wikidata.org/entity/Q47456743, http://www.wikidata.org/entity/Q18684239, http://www.wikidata.org/entity/Q129524704",Zoë Kravitz,http://www.wikidata.org/entity/Q227129,"Metro-Goldwyn-Mayer, InterCom, FilmNation Entertainment","http://www.wikidata.org/entity/Q179200, http://www.wikidata.org/entity/Q1097348, http://www.wikidata.org/entity/Q5448895","Zoë Kravitz, Bruce Cohen","http://www.wikidata.org/entity/Q227129, http://www.wikidata.org/entity/Q543498",Chanda Dancy,http://www.wikidata.org/entity/Q5070897,,,,,Metro-Goldwyn-Mayer,http://www.wikidata.org/entity/Q179200,,,,,http://dbpedia.org/resource/Pussy_Island
http://www.wikidata.org/entity/Q125295777,The Wasp,2024-01-01T00:00:00Z,96.0,96.0,English,,,,,tt21958136,m/the_wasp,psychological thriller,http://www.wikidata.org/entity/Q590103,,,Guillem Morales,http://www.wikidata.org/entity/Q15069841,Shout! Factory,http://www.wikidata.org/entity/Q7502767,,,,,,,,,,,,,,,http://dbpedia.org/resource/The_Wasp
http://www.wikidata.org/entity/Q116141854,Mr. Freeman,2024-01-11T00:00:00Z,93.0,93.0,English,,,,,tt23782634,,drama film,http://www.wikidata.org/entity/Q130232,"Nicolas Bro, Caspar Phillipson, Mia Lyhne, Daouda Keita, Kian Lawson-Khalili, Justin Geertsen, Sylvester Espersen Byder, Lina Lund Jørgensen","http://www.wikidata.org/entity/Q1797671, http://www.wikidata.org/entity/Q12305524, http://www.wikidata.org/entity/Q3427562, http://www.wikidata.org/entity/Q105352051, http://www.wikidata.org/entity/Q108471703, http://www.wikidata.org/entity/Q56827271, http://www.wikidata.org/entity/Q76946927, http://www.wikidata.org/entity/Q123911332",Mads Matthiesen,http://www.wikidata.org/entity/Q12325636,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Mr._Freeman
http://www.wikidata.org/entity/Q115993222,The Zone of Interest,2024-01-18T00:00:00Z,105.0,105.0,English,,,The Zone of Interest,http://www.wikidata.org/entity/Q18162860,tt7160372,m/the_zone_of_interest,"drama film, war film, historical film, historical drama, film based on a novel","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q369747, http://www.wikidata.org/entity/Q17013749, http://www.wikidata.org/entity/Q7168625, http://www.wikidata.org/entity/Q52207399","Sandra Hüller, Ralph Herforth, Marie Rosa Tietjen, Christian Friedel, Imogen Kogge, Freya Kreutzkam, Lilli Falk, Maximilian Beck, Medusa Knopf, Sascha Maaz, Stephanie Petrowitz, Daniel Holzberg","http://www.wikidata.org/entity/Q70003, http://www.wikidata.org/entity/Q1747632, http://www.wikidata.org/entity/Q17325031, http://www.wikidata.org/entity/Q1079558, http://www.wikidata.org/entity/Q1660211, http://www.wikidata.org/entity/Q118780177, http://www.wikidata.org/entity/Q122175024, http://www.wikidata.org/entity/Q62792327, http://www.wikidata.org/entity/Q118248012, http://www.wikidata.org/entity/Q72870637, http://www.wikidata.org/entity/Q95673493, http://www.wikidata.org/entity/Q104156463",Jonathan Glazer,http://www.wikidata.org/entity/Q1703182,"BAC Films, ADS Service","http://www.wikidata.org/entity/Q2876680, http://www.wikidata.org/entity/Q16516296",Ewa Puszczyńska,http://www.wikidata.org/entity/Q83635184,Mica Levi,http://www.wikidata.org/entity/Q926078,Łukasz Żal,http://www.wikidata.org/entity/Q18679081,"Katowice, Oświęcim, Jelenia Góra, Książ Castle and park complex","http://www.wikidata.org/entity/Q588, http://www.wikidata.org/entity/Q7342, http://www.wikidata.org/entity/Q147934, http://www.wikidata.org/entity/Q738109","Access Industries, Film4 Productions, A24, Instytucja Filmowa „Silesia-Film”, Access Entertainment, House Productions","http://www.wikidata.org/entity/Q338920, http://www.wikidata.org/entity/Q5448886, http://www.wikidata.org/entity/Q16248298, http://www.wikidata.org/entity/Q20032472, http://www.wikidata.org/entity/Q111915684, http://www.wikidata.org/entity/Q115311765","The Holocaust, banality of evil","http://www.wikidata.org/entity/Q2763, http://www.wikidata.org/entity/Q573772",,,http://dbpedia.org/resource/The_Zone_of_Interest
http://www.wikidata.org/entity/Q128694739,The Deb,2024-09-15T00:00:00Z,,,English,,,The Deb,http://www.wikidata.org/entity/Q111915172,tt20236622,m/the_deb,"comedy film, musical film","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q842256",,,Rebel Wilson,http://www.wikidata.org/entity/Q442897,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/The_Deb
http://www.wikidata.org/entity/Q129757759,Solvent,2024-01-01T00:00:00Z,94.0,94.0,English,,,,,tt27179628,,,,,,Johannes Grenzfurthner,http://www.wikidata.org/entity/Q90384,,,"Johannes Grenzfurthner, Günther Friesinger, Jasmin Hagendorfer","http://www.wikidata.org/entity/Q90384, http://www.wikidata.org/entity/Q1561452, http://www.wikidata.org/entity/Q59268646",,,,,,,,,,,,,http://dbpedia.org/resource/Solvent
http://www.wikidata.org/entity/Q112865585,Apartment 7A,2024-09-27T00:00:00Z,,,English,,,,,tt14371860,m/apartment_7a,"horror film, thriller film, speculative fiction film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q2484376, http://www.wikidata.org/entity/Q2973181","Dianne Wiest, Kevin McNally, Jim Sturgess, Marli Siu, Julia Garner, Rosy McEwen","http://www.wikidata.org/entity/Q217573, http://www.wikidata.org/entity/Q335376, http://www.wikidata.org/entity/Q512577, http://www.wikidata.org/entity/Q79323001, http://www.wikidata.org/entity/Q13560358, http://www.wikidata.org/entity/Q115102432",Natalie Erika James,http://www.wikidata.org/entity/Q99210769,Paramount Pictures,http://www.wikidata.org/entity/Q159846,John Krasinski,http://www.wikidata.org/entity/Q313039,Isobel Waller-Bridge,http://www.wikidata.org/entity/Q75585950,Arnau Valls Colomer,http://www.wikidata.org/entity/Q11906604,London,http://www.wikidata.org/entity/Q84,,,,,,,http://dbpedia.org/resource/Apartment_7A
http://www.wikidata.org/entity/Q130261793,Runt,2024-08-11T00:00:00Z,91.0,91.0,English,,,,,tt29424284,,family film,http://www.wikidata.org/entity/Q1361932,"Jai Courtney, Jack Thompson","http://www.wikidata.org/entity/Q604849, http://www.wikidata.org/entity/Q356383",John Sheedy,http://www.wikidata.org/entity/Q20177473,,,,,,,,,York,http://www.wikidata.org/entity/Q994000,,,,,,,http://dbpedia.org/resource/Runt
http://www.wikidata.org/entity/Q116701124,Conclave,2024-01-23T00:00:00Z,120.0,120.0,English,20000000.0,,Conclave,http://www.wikidata.org/entity/Q56301616,tt20215234,m/conclave,"drama film, mystery film, thriller film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q1200678, http://www.wikidata.org/entity/Q2484376","Ralph Fiennes, Isabella Rossellini, John Lithgow, Stanley Tucci, Sergio Castellitto, Rony Kramer, Jacek Koman, Lucian Msamati, Merab Ninidze, Brían F. O'Byrne, Joseph Mydell, Carlos Diehz","http://www.wikidata.org/entity/Q28493, http://www.wikidata.org/entity/Q203840, http://www.wikidata.org/entity/Q311271, http://www.wikidata.org/entity/Q223117, http://www.wikidata.org/entity/Q524544, http://www.wikidata.org/entity/Q3441839, http://www.wikidata.org/entity/Q1676929, http://www.wikidata.org/entity/Q6696713, http://www.wikidata.org/entity/Q1701306, http://www.wikidata.org/entity/Q918510, http://www.wikidata.org/entity/Q15509115, http://www.wikidata.org/entity/Q131314137",Edward Berger,http://www.wikidata.org/entity/Q1291686,"Fórum Hungary, Société nouvelle de distribution","http://www.wikidata.org/entity/Q1005887, http://www.wikidata.org/entity/Q3488561",Tessa Ross,http://www.wikidata.org/entity/Q7705620,Hauschka,http://www.wikidata.org/entity/Q91573,Stéphane Fontaine,http://www.wikidata.org/entity/Q1392525,Cinecittà,http://www.wikidata.org/entity/Q728399,"FilmNation Entertainment, House Productions","http://www.wikidata.org/entity/Q5448895, http://www.wikidata.org/entity/Q115311765",,,,,http://dbpedia.org/resource/Conclave
http://www.wikidata.org/entity/Q120986976,Imaginary,2024-03-06T00:00:00Z,104.0,104.0,English,13000000.0,,,,tt26658104,m/imaginary,"horror film, thriller film, supernatural horror film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q2484376, http://www.wikidata.org/entity/Q43911809","Betty Buckley, Dane DiLiegro, Veronica Falcón, Tom Payne, DeWanda Wise","http://www.wikidata.org/entity/Q271782, http://www.wikidata.org/entity/Q3701496, http://www.wikidata.org/entity/Q56855918, http://www.wikidata.org/entity/Q7817189, http://www.wikidata.org/entity/Q33026764",Jeff Wadlow,http://www.wikidata.org/entity/Q3176610,"Lionsgate, Lionsgate Films","http://www.wikidata.org/entity/Q515869, http://www.wikidata.org/entity/Q17076072",Jason Blum,http://www.wikidata.org/entity/Q13449900,Bear McCreary,http://www.wikidata.org/entity/Q621437,,,New Orleans,http://www.wikidata.org/entity/Q34404,"Blumhouse Productions, Lionsgate Films","http://www.wikidata.org/entity/Q16984664, http://www.wikidata.org/entity/Q17076072",,,,,http://dbpedia.org/resource/Imaginary
http://www.wikidata.org/entity/Q116178692,Breathe,2024-04-26T00:00:00Z,93.0,93.0,English,,,,,tt11540468,m/breathe_2024,"action film, science fiction film, thriller film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q471839, http://www.wikidata.org/entity/Q2484376","Sam Worthington, Milla Jovovich, Jennifer Hudson, Common, Quvenzhané Wallis, Raúl Castillo, Dan Martin","http://www.wikidata.org/entity/Q82085, http://www.wikidata.org/entity/Q170576, http://www.wikidata.org/entity/Q192410, http://www.wikidata.org/entity/Q286022, http://www.wikidata.org/entity/Q1651742, http://www.wikidata.org/entity/Q18921514, http://www.wikidata.org/entity/Q5213941",Stefon Bristol,http://www.wikidata.org/entity/Q81854441,Variance Films,http://www.wikidata.org/entity/Q7915761,Basil Iwanyk,http://www.wikidata.org/entity/Q52714247,Isabella Summers,http://www.wikidata.org/entity/Q6078096,,,,,Thunder Road Pictures,http://www.wikidata.org/entity/Q25021936,,,,,http://dbpedia.org/resource/Breathe
http://www.wikidata.org/entity/Q115367024,May December,2024-01-04T00:00:00Z,113.0,113.0,English,20000000.0,,,,tt13651794,m/may_december,"drama film, romance film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q1054574","Natalie Portman, Julianne Moore, Piper Curda, Cory Michael Smith, Charles Melton, Elizabeth Yu","http://www.wikidata.org/entity/Q37876, http://www.wikidata.org/entity/Q80405, http://www.wikidata.org/entity/Q16862810, http://www.wikidata.org/entity/Q17012336, http://www.wikidata.org/entity/Q41796239, http://www.wikidata.org/entity/Q122216813",Todd Haynes,http://www.wikidata.org/entity/Q446580,,,"Natalie Portman, Will Ferrell, Christine Vachon, Pamela Koffler","http://www.wikidata.org/entity/Q37876, http://www.wikidata.org/entity/Q218503, http://www.wikidata.org/entity/Q436847, http://www.wikidata.org/entity/Q38914735",,,Christopher Blauvelt,http://www.wikidata.org/entity/Q16727541,,,"Killer Films, Gloria Sanchez Productions","http://www.wikidata.org/entity/Q6407480, http://www.wikidata.org/entity/Q55612714",,,,,http://dbpedia.org/resource/May_December
http://www.wikidata.org/entity/Q125507012,Jazzy,2024-01-01T00:00:00Z,86.0,86.0,English,,,,,tt31371971,,,,"Lily Gladstone, Raymond Lee, Richard Ray Whitman","http://www.wikidata.org/entity/Q27450671, http://www.wikidata.org/entity/Q47541484, http://www.wikidata.org/entity/Q7328608",,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Jazzy
